MATRICULA,C_SPANISH,C_MATHEMATICS,C_SCIENCES,PROM_T_USE_TECH,DT,Y,CI
00001,10,7,7,7,0,2,0
00002,5,7,9,10,10,7,10
00003,10,7,10,4,10,1,10
00004,10,10,5,3,0,9,10
00005,7,6,8,10,0,7,0
00006,8,10,7,7,0,7,0
00007,7,6,8,1,0,8,0
00008,10,7,6,1,10,8,0
00009,10,6,7,6,0,8,10
00010,7,8,10,8,0,2,10
00011,8,6,8,6,10,10,0
00012,10,9,10,1,0,8,10
00013,9,5,7,6,0,1,0
00014,7,7,7,9,10,4,0
00015,7,10,7,9,0,4,10
00016,7,5,10,2,10,2,0
00017,9,5,9,8,10,9,10
00018,5,5,5,7,10,10,10
00019,10,7,9,5,0,6,10
00020,10,10,5,8,0,4,0
00021,5,7,10,6,10,6,10
00022,10,9,9,5,0,9,10
00023,7,7,10,8,0,3,10
00024,5,6,9,7,0,7,0
00025,5,6,10,8,0,4,10
00026,9,9,6,3,10,4,10
00027,9,6,10,4,10,5,0
00028,7,6,7,7,10,1,10
00029,6,9,5,9,0,10,10
00030,5,10,5,10,10,7,10
00031,6,5,8,3,0,8,0
00032,9,8,6,10,10,9,0
00033,10,6,7,1,10,6,10
00034,9,6,5,7,0,10,10
00035,8,5,10,10,10,9,0
00036,5,6,8,7,0,4,10
00037,6,8,10,5,0,4,10
00038,8,5,9,5,0,2,10
00039,7,9,6,3,10,7,0
00040,10,10,9,2,0,4,10
00041,9,8,5,5,10,4,0
00042,8,6,8,3,0,4,10
00043,9,6,10,3,10,5,10
00044,10,6,7,3,10,7,10
00045,10,8,10,3,0,8,10
00046,10,7,8,7,10,4,0
00047,10,8,6,8,10,5,0
00048,7,5,6,7,0,8,10
00049,10,8,5,5,10,6,0
00050,7,5,10,9,0,1,10
00051,10,9,9,5,0,9,10
00052,9,9,7,10,10,5,0
00053,9,8,9,6,10,10,10
00054,8,8,7,2,0,3,10
00055,10,9,8,9,10,7,10
00056,6,10,7,3,10,5,10
00057,8,7,9,7,10,9,10
00058,8,7,8,8,0,2,0
00059,8,7,7,8,10,1,0
00060,5,7,5,5,0,3,10
00061,5,5,10,6,10,6,0
00062,8,8,8,9,10,1,10
00063,5,10,10,1,0,6,0
00064,5,6,7,2,0,4,0
00065,9,8,5,2,0,6,10
