MATRICULA,C_SPANISH,C_MATHEMATICS,C_SCIENCES,PROM_T_USE_TECH,DT,Y,CI
00001,7,10,7,10,0,9,10
00002,7,5,8,10,0,1,0
00003,6,10,10,2,0,2,0
00004,5,10,6,3,10,10,0
00005,8,6,5,1,10,1,0
00006,6,7,7,5,10,7,0
00007,8,9,7,7,0,4,10
00008,10,7,5,7,0,8,0
00009,8,6,6,4,0,5,0
00010,5,6,9,9,10,9,10
00011,5,7,6,8,0,5,10
00012,5,10,10,2,0,2,0
00013,9,8,7,9,10,3,10
00014,8,5,6,7,0,9,0
00015,7,7,8,8,0,6,10
00016,9,9,10,3,10,1,10
00017,6,10,7,2,10,1,0
00018,7,10,6,6,10,7,10
00019,8,5,5,4,0,8,10
00020,9,6,9,2,10,6,10
00021,5,10,5,5,0,5,0
00022,7,6,7,3,10,10,10
00023,10,5,10,2,0,7,0
00024,6,6,8,8,10,8,0
00025,5,7,8,1,0,6,0
00026,5,9,5,4,0,5,0
00027,6,5,6,3,0,2,0
00028,6,8,10,1,10,2,0
00029,9,10,6,2,0,9,10
00030,8,9,8,2,10,4,0
00031,10,8,9,10,10,4,10
00032,5,6,9,9,10,8,10
00033,6,7,10,1,10,3,10
00034,9,7,8,3,0,3,10
00035,9,8,9,10,0,5,0
00036,9,9,9,8,0,1,10
00037,10,8,10,1,0,2,10
00038,9,8,9,1,10,6,0
00039,6,7,8,7,0,10,10
00040,10,6,9,2,10,9,0
00041,5,8,5,9,10,6,0
00042,7,8,7,4,10,2,10
00043,10,8,7,7,10,5,0
00044,8,10,10,2,0,6,10
00045,8,7,7,3,10,2,0
00046,7,8,5,4,0,10,0
00047,6,5,7,3,0,9,10
00048,7,8,7,2,0,5,10
00049,5,9,9,9,10,3,0
00050,9,9,6,3,10,8,0
00051,8,6,10,2,10,1,10
00052,7,10,6,7,0,10,10
00053,8,8,6,2,10,3,0
00054,10,9,7,8,0,8,10
00055,10,6,9,10,0,7,0
00056,9,10,6,1,0,5,0
00057,8,6,7,3,0,4,0
00058,8,5,7,8,0,6,0
00059,10,6,9,1,10,8,0
00060,7,7,7,5,10,7,10
00061,7,7,6,6,10,7,10
00062,7,6,7,9,10,1,0
00063,6,7,6,5,10,9,10
00064,5,5,10,3,10,2,0
00065,5,9,6,3,0,10,0
00066,7,9,5,10,0,1,10
00067,7,5,5,7,10,1,0
00068,5,6,10,5,10,1,10
00069,6,5,7,1,10,7,0
00070,5,7,10,4,10,1,10
00071,9,6,9,8,10,6,10
00072,6,9,9,4,0,5,10
00073,5,5,6,5,0,9,10
00074,7,6,7,4,10,1,10
00075,10,9,5,8,10,1,10
00076,8,7,7,4,0,3,10
00077,6,5,6,4,0,6,10
00078,7,9,8,6,0,3,10
00079,10,8,8,4,0,6,0
00080,7,5,8,10,10,2,10
00081,6,6,8,5,0,2,0
00082,7,8,10,4,0,6,0
00083,7,5,8,10,10,3,10
00084,5,10,7,4,0,6,10
00085,6,5,10,5,10,7,10
