MATRICULA,C_SPANISH,C_MATHEMATICS,C_SCIENCES,PROM_T_USE_TECH,DT,Y,CI
00001,10,8,5,7,10,8,0
00002,7,7,6,6,0,9,10
00003,6,5,8,1,0,8,0
00004,7,7,5,9,10,8,0
00005,5,9,8,4,0,8,10
00006,9,7,6,6,0,3,10
00007,5,9,7,3,10,1,10
00008,10,9,10,6,0,6,10
00009,10,9,5,4,10,4,10
00010,7,5,9,9,10,8,0
00011,6,5,10,2,0,2,10
00012,6,5,8,5,0,3,10
00013,7,7,6,5,10,2,10
00014,8,10,9,4,10,6,10
00015,10,10,5,4,10,8,10
00016,6,8,8,4,10,9,0
00017,7,8,8,9,10,9,10
00018,10,8,5,1,0,4,10
00019,7,7,7,4,10,4,10
00020,8,10,5,6,0,5,0
00021,5,10,10,10,0,4,10
00022,6,5,8,3,0,6,10
00023,6,9,10,1,0,8,0
00024,9,5,6,7,10,7,0
00025,5,7,6,2,10,8,0
00026,5,9,6,4,0,5,10
00027,10,7,10,7,0,8,0
00028,9,9,6,10,0,9,0
00029,7,5,6,1,10,1,0
00030,9,5,7,8,0,8,10
00031,6,6,7,10,0,2,0
00032,10,8,7,5,10,2,10
00033,8,6,6,2,0,9,10
00034,6,5,5,4,0,10,0
00035,7,10,5,7,0,9,0
00036,5,8,5,5,10,2,10
00037,10,6,6,5,10,8,10
00038,10,9,8,2,10,10,10
00039,8,6,5,1,10,10,0
00040,10,6,9,5,10,9,10
00041,6,10,6,5,10,2,0
00042,6,8,8,7,10,1,10
00043,9,7,7,6,10,5,0
00044,8,9,8,2,10,4,10
00045,9,10,6,9,0,10,10
00046,6,6,8,10,10,9,0
00047,5,6,8,6,10,3,10
00048,5,9,7,8,10,9,0
00049,6,10,10,6,10,6,0
00050,9,7,9,4,10,1,0
00051,5,9,8,4,0,8,0
00052,9,10,9,1,10,9,10
00053,9,10,9,4,0,4,0
00054,10,8,10,9,10,9,0
00055,10,9,8,1,10,2,0
00056,9,10,8,7,10,7,0
00057,10,6,6,2,10,5,10
00058,10,10,8,1,0,7,0
00059,8,8,5,5,10,5,0
00060,8,10,9,8,0,2,10
00061,9,7,8,10,10,9,0
00062,9,6,10,9,10,2,10
00063,5,10,9,6,0,2,0
00064,8,10,9,4,10,8,10
00065,7,7,5,5,0,2,0
00066,8,6,10,7,0,9,0
00067,10,7,5,7,10,8,10
00068,9,9,8,3,0,4,10
00069,8,7,8,3,10,2,0
00070,7,5,5,7,10,3,10
00071,6,8,9,5,0,9,10
00072,6,6,5,3,10,8,10
00073,6,6,5,4,10,1,0
00074,10,5,5,8,10,9,10
00075,9,5,8,5,10,5,0
00076,9,6,8,4,10,5,0
00077,5,7,7,6,0,5,10
00078,10,6,7,4,10,2,10
00079,5,9,6,3,0,2,10
00080,6,9,5,10,10,10,10
00081,5,5,8,5,10,7,10
00082,5,7,7,10,10,9,10
00083,8,8,5,5,10,9,0
00084,8,7,8,1,10,2,0
00085,6,10,9,10,10,3,0
00086,10,10,6,3,10,6,10
00087,5,8,10,6,0,6,0
00088,6,10,5,9,0,3,10
00089,7,9,5,8,0,9,0
00090,6,9,8,7,0,7,0
00091,6,9,10,5,0,4,0
00092,7,10,8,9,0,10,0
00093,6,5,5,4,0,7,10
00094,7,10,5,10,0,4,10
00095,8,8,6,10,0,6,10
00096,9,6,7,5,0,6,0
00097,10,9,9,9,0,8,0
00098,6,8,8,6,0,2,0
00099,6,6,6,3,10,3,0
00100,5,5,6,2,10,1,10
00101,7,7,8,9,0,4,0
00102,5,5,5,2,0,9,10
00103,7,5,10,2,10,8,0
00104,6,10,8,10,0,6,10
00105,10,8,8,10,0,10,0
00106,6,7,9,7,0,3,0
00107,10,8,7,3,10,9,0
00108,5,6,8,10,10,10,10
00109,7,9,6,10,0,8,10
00110,9,5,8,8,10,6,10
00111,7,6,5,2,0,3,0
00112,5,10,10,3,10,4,0
00113,7,5,10,9,10,10,0
00114,6,6,10,1,10,9,0
00115,8,5,10,9,0,5,10
00116,6,10,7,8,0,5,0
00117,7,7,5,3,10,5,10
00118,8,9,10,7,0,5,10
00119,5,5,10,1,0,1,0
00120,9,8,5,1,10,4,10
00121,6,6,7,2,0,6,10
00122,6,6,7,2,10,7,10
00123,10,8,7,10,10,1,10
00124,9,7,5,3,0,1,10
00125,6,10,7,3,0,1,0
