MATRICULA,C_SPANISH,C_MATHEMATICS,C_SCIENCES,PROM_T_USE_TECH,DT,Y,CI
00001,9,7,6,2,10,7,10
00002,7,5,8,6,0,9,0
00003,5,8,8,3,0,5,0
00004,5,6,10,3,10,1,10
00005,8,10,8,2,0,4,10
00006,5,9,9,10,10,7,0
00007,8,8,5,4,0,4,0
00008,9,8,6,3,0,2,0
00009,8,8,8,2,0,2,0
00010,7,6,10,7,10,5,10
00011,7,7,8,4,0,10,0
00012,10,5,5,10,0,2,0
00013,9,8,5,2,10,10,10
00014,6,6,7,6,10,1,0
00015,7,8,9,1,10,10,0
00016,5,7,5,2,0,6,0
00017,9,8,7,3,10,2,0
00018,10,6,10,5,0,10,0
00019,8,5,7,10,10,4,0
00020,9,7,7,10,0,4,10
00021,9,9,6,2,10,5,0
00022,8,9,5,1,10,9,0
00023,7,5,8,8,10,4,0
00024,5,6,10,4,0,6,10
00025,7,7,10,7,10,2,10
00026,7,5,6,10,10,7,10
00027,5,9,9,5,0,8,0
00028,10,10,6,6,0,3,0
00029,5,6,9,8,0,10,10
00030,8,7,9,4,10,4,0
00031,8,5,5,4,10,9,0
00032,8,6,8,9,0,1,10
00033,8,10,5,7,0,8,0
00034,5,7,5,9,0,8,10
00035,5,10,9,2,10,6,0
00036,5,6,6,10,10,2,0
00037,6,7,5,10,0,8,0
00038,6,8,8,10,0,9,10
00039,5,9,10,2,0,7,10
00040,8,6,8,3,0,6,10
00041,9,7,9,4,0,1,0
00042,7,9,6,6,0,9,0
00043,6,6,8,1,10,9,0
00044,9,6,10,8,10,9,10
00045,8,6,5,1,0,1,0
00046,5,10,7,4,10,1,10
00047,6,7,5,7,10,7,10
00048,9,10,9,1,10,3,0
00049,10,8,6,9,0,7,10
00050,8,7,10,8,0,7,10
00051,10,7,7,2,10,8,0
00052,9,6,9,1,0,10,10
00053,7,7,7,7,0,5,0
00054,7,6,9,4,10,1,0
00055,5,10,8,2,10,4,10
00056,8,10,7,5,0,8,10
00057,7,10,8,1,0,8,0
00058,5,5,6,10,0,4,0
00059,6,5,8,1,10,1,10
00060,10,9,6,8,0,1,10
00061,7,9,10,8,0,3,10
00062,8,8,5,4,10,8,0
00063,8,6,6,9,0,5,0
00064,9,10,10,4,10,10,0
00065,10,10,8,7,10,6,10
00066,8,5,7,7,10,7,0
00067,9,8,6,5,10,5,10
00068,9,6,6,7,10,6,0
00069,10,9,8,1,10,3,10
00070,6,7,7,7,0,5,0
00071,8,9,9,7,0,10,10
00072,7,6,9,5,10,7,0
