MATRICULA,C_SPANISH,C_MATHEMATICS,C_SCIENCES,PROM_T_USE_TECH,DT,Y,CI
00001,7,10,6,5,10,10,0
00002,7,5,6,3,10,7,0
00003,5,8,5,10,0,5,10
00004,9,9,8,8,0,6,0
00005,5,6,8,1,10,1,10
00006,6,6,7,7,0,4,10
00007,5,6,10,10,0,4,10
00008,5,7,6,4,10,6,10
00009,6,7,9,9,0,7,10
00010,9,7,9,5,10,6,0
00011,5,8,7,1,10,2,0
00012,7,7,7,7,0,8,0
00013,9,9,6,3,0,10,10
00014,9,5,7,7,10,5,0
00015,6,6,6,5,10,1,10
00016,10,6,6,1,10,7,0
00017,6,8,6,8,0,3,10
00018,9,6,6,2,0,3,10
00019,6,5,7,5,10,2,10
00020,6,10,10,10,10,1,0
00021,8,6,6,5,0,10,0
00022,7,5,7,5,0,8,10
00023,6,8,10,7,0,7,0
00024,9,6,10,10,0,6,0
00025,10,5,8,1,0,6,10
00026,6,7,9,10,0,10,0
00027,6,6,9,9,10,3,10
00028,8,6,10,10,10,8,10
00029,5,10,5,8,10,6,10
00030,9,5,9,1,10,2,0
00031,5,10,8,2,0,2,0
00032,6,5,6,6,10,10,10
00033,7,7,10,10,0,7,0
00034,9,9,5,2,0,9,0
00035,7,7,6,7,10,7,10
00036,7,9,8,6,10,6,10
00037,7,6,5,3,10,4,0
00038,9,9,6,5,0,8,0
00039,6,9,7,8,10,1,10
00040,10,5,8,10,0,1,10
00041,7,5,8,9,0,2,0
00042,6,6,10,4,10,8,0
00043,9,6,9,1,10,7,10
00044,9,5,7,1,10,1,10
00045,5,8,8,6,10,8,0
00046,9,7,9,10,10,8,0
00047,10,8,10,5,0,5,10
00048,6,10,5,6,0,1,10
00049,10,5,9,7,0,3,0
00050,8,10,6,3,0,3,0
00051,8,7,9,3,0,3,0
00052,10,5,9,7,10,6,0
00053,5,10,8,3,10,9,10
00054,6,6,8,2,0,3,10
00055,9,9,5,4,10,10,0
00056,7,9,10,4,10,5,0
00057,5,7,6,9,10,5,0
00058,10,8,8,4,0,10,0
00059,8,9,6,1,0,1,10
00060,5,9,7,1,0,5,0
00061,7,6,8,7,0,9,0
00062,5,6,6,9,10,10,0
00063,9,5,6,4,10,7,10
00064,5,6,9,10,0,4,10
00065,5,9,7,9,0,10,10
00066,9,10,6,4,10,1,10
00067,8,5,9,7,0,7,0
00068,9,9,7,8,10,4,10
00069,7,8,6,4,10,2,0
00070,5,6,10,9,10,2,10
00071,9,10,5,5,10,1,10
00072,5,7,5,9,0,3,0
00073,8,8,7,10,0,4,10
00074,5,10,10,6,0,8,0
00075,7,7,9,1,10,10,0
00076,9,8,8,9,0,1,0
00077,7,7,6,2,0,10,0
00078,5,9,7,1,10,2,10
00079,5,9,10,6,0,6,10
00080,10,6,10,8,0,3,10
00081,9,10,5,2,0,8,10
00082,7,9,6,10,0,7,10
00083,6,10,10,4,10,6,0
00084,7,8,9,4,10,10,10
00085,10,5,8,9,10,6,0
00086,8,6,8,10,10,1,0
00087,6,5,7,7,10,2,0
00088,9,7,5,7,0,5,0
00089,10,9,9,8,10,6,10
00090,9,10,5,1,0,4,10
00091,9,5,7,9,10,6,0
00092,10,6,5,1,0,6,10
00093,7,10,10,9,0,3,10
00094,9,7,7,4,0,10,10
00095,9,6,7,7,10,4,0
00096,7,8,7,7,0,10,0
00097,7,6,10,4,0,8,0
00098,6,9,7,4,0,10,0
00099,10,9,5,2,10,5,0
00100,9,5,5,4,10,2,10
00101,6,9,5,3,0,3,10
00102,8,8,10,10,0,7,0
00103,5,9,6,1,10,9,10
00104,6,9,6,3,10,7,10
00105,5,6,5,3,0,2,10
00106,9,8,8,3,10,2,0
00107,8,5,5,6,10,9,10
00108,8,6,7,2,10,2,0
00109,10,7,9,4,0,4,0
00110,9,8,9,6,0,7,10
00111,6,9,10,9,10,2,0
00112,6,8,5,4,0,8,0
