MATRICULA,C_SPANISH,C_MATHEMATICS,C_SCIENCES,PROM_T_USE_TECH,DT,Y,CI
00001,5,9,7,5,0,9,0
00002,6,7,9,1,10,3,10
00003,8,6,10,2,10,9,10
00004,8,5,10,7,0,2,10
00005,9,7,5,5,10,2,0
00006,6,6,8,4,0,8,10
00007,5,10,7,4,10,8,0
00008,6,10,5,5,10,4,0
00009,5,10,8,5,0,9,10
00010,7,8,10,3,0,3,10
00011,8,6,5,7,0,2,10
00012,6,7,7,4,10,5,0
00013,9,9,9,6,10,6,10
00014,10,8,6,8,0,2,10
00015,5,6,5,7,0,2,10
00016,6,6,5,6,0,1,0
00017,10,9,9,4,10,5,0
00018,10,9,5,8,0,8,0
00019,8,6,5,8,0,3,0
00020,9,10,7,3,10,4,10
00021,6,6,8,5,10,4,0
00022,9,6,10,1,0,2,10
00023,5,7,7,7,10,8,10
00024,6,8,10,5,0,10,10
00025,7,6,5,1,0,2,10
00026,8,7,5,10,10,5,0
00027,7,6,8,6,10,7,10
00028,6,7,6,6,10,4,0
00029,8,5,10,1,10,3,10
00030,9,6,7,9,10,4,0
00031,10,6,6,7,10,7,10
00032,8,8,9,6,10,5,10
00033,6,7,8,4,0,8,10
00034,7,9,8,2,10,8,10
00035,7,5,9,4,10,3,10
00036,7,5,6,5,0,9,10
00037,6,5,7,3,0,8,10
00038,10,5,8,6,10,8,10
00039,10,6,6,1,10,1,10
00040,7,7,5,5,10,10,10
00041,7,9,7,4,0,5,10
00042,5,6,5,1,10,7,0
00043,9,10,8,5,0,6,10
00044,6,6,5,10,10,2,10
00045,7,8,6,8,0,7,0
00046,10,5,8,1,0,9,0
00047,6,9,5,10,0,9,0
00048,6,5,8,7,0,7,0
00049,10,10,5,6,10,7,10
00050,5,8,10,5,0,1,0
00051,8,7,9,3,0,8,10
00052,8,9,6,5,10,9,10
00053,10,10,5,1,0,6,10
00054,9,5,5,4,0,1,0
00055,10,9,9,6,10,7,10
00056,10,8,10,3,10,2,10
00057,8,5,10,5,0,4,0
00058,6,5,6,5,10,4,10
00059,6,10,10,2,10,8,0
00060,5,5,5,8,10,1,10
00061,7,8,6,9,0,1,10
00062,6,6,7,1,10,1,10
00063,5,9,5,3,10,1,0
00064,10,8,9,10,0,3,10
00065,6,8,8,8,0,7,0
00066,7,7,6,5,0,10,0
00067,7,5,5,2,0,9,0
00068,9,8,8,10,0,3,0
00069,10,8,7,9,0,5,10
00070,10,5,6,7,10,7,10
00071,5,7,10,1,10,3,10
00072,5,8,8,4,10,9,0
00073,8,8,9,3,0,2,0
00074,8,5,8,6,0,5,0
00075,8,10,8,7,0,8,0
00076,5,9,9,4,10,1,0
00077,9,10,8,3,0,8,10
00078,5,10,5,6,0,10,10
00079,5,7,8,4,10,5,0
00080,9,7,10,6,0,2,0
00081,10,5,5,4,0,1,10
00082,9,9,6,8,10,7,0
00083,7,8,7,9,0,3,0
00084,5,7,8,6,10,1,10
00085,5,5,5,6,0,7,0
00086,5,8,7,2,0,10,0
00087,6,9,10,4,10,2,10
00088,6,10,6,9,10,7,10
00089,8,8,5,5,0,5,0
00090,10,10,8,1,0,1,10
00091,5,8,6,10,0,6,0
00092,5,8,6,6,10,6,0
00093,5,8,10,6,10,1,10
00094,5,6,7,8,0,2,0
