MATRICULA,C_SPANISH,C_MATHEMATICS,C_SCIENCES,PROM_T_USE_TECH,DT,Y,CI
00001,10,5,6,3,0,10,0
00002,9,10,7,6,10,8,0
00003,9,10,6,10,0,1,0
00004,8,5,10,10,0,9,0
00005,5,6,10,2,10,10,10
00006,9,7,6,1,10,6,10
00007,9,9,10,4,0,5,10
00008,8,5,8,4,10,2,0
00009,9,10,8,2,0,10,10
00010,9,7,6,2,0,7,10
00011,5,5,10,8,10,7,0
00012,9,6,5,8,10,6,0
00013,8,7,10,5,0,5,0
00014,8,5,10,1,10,8,0
00015,8,8,9,5,10,2,0
00016,9,5,8,9,10,2,10
00017,6,9,8,6,0,4,0
00018,5,6,9,5,0,8,0
00019,5,5,8,8,0,7,0
00020,6,7,8,9,0,3,10
00021,8,7,5,10,10,10,0
00022,6,5,10,4,10,9,0
00023,7,7,5,4,0,3,10
00024,9,5,8,9,10,6,0
00025,6,7,7,1,10,10,0
00026,9,5,9,1,10,6,10
00027,5,7,10,1,10,9,10
00028,5,8,7,5,10,5,0
00029,6,6,6,7,0,4,10
00030,7,10,7,10,0,8,0
00031,6,7,8,1,0,8,10
00032,5,9,5,1,0,2,0
00033,7,6,10,8,0,9,0
00034,9,10,8,9,0,10,10
00035,5,8,9,4,10,9,10
00036,7,6,6,9,10,3,0
00037,7,7,9,10,0,2,10
00038,9,7,5,6,10,10,10
00039,8,5,9,2,0,5,0
00040,6,9,6,1,10,10,10
00041,7,8,6,3,0,2,0
00042,5,6,7,6,0,8,0
00043,5,5,7,2,10,4,10
00044,10,5,10,3,0,8,10
00045,7,9,6,6,0,9,10
00046,10,6,10,5,10,10,0
00047,10,9,9,4,10,7,0
00048,5,9,5,5,0,6,10
00049,8,10,8,2,0,3,0
00050,7,9,5,5,10,8,10
00051,7,8,8,9,0,10,0
00052,9,10,8,6,0,9,0
00053,5,10,8,10,0,10,0
00054,7,7,7,2,10,5,10
00055,10,6,7,6,0,8,10
00056,7,5,9,3,0,5,10
00057,7,10,5,7,10,10,10
00058,9,6,10,5,10,3,10
00059,6,9,10,3,0,5,0
00060,10,10,5,2,10,7,10
00061,6,10,8,2,0,10,10
00062,8,7,7,9,0,9,0
00063,10,8,10,2,0,5,10
00064,7,5,10,1,0,7,0
00065,7,8,5,5,0,2,10
00066,6,5,5,10,0,2,0
00067,8,6,10,4,10,3,10
00068,5,9,5,2,0,6,10
00069,6,7,5,6,10,2,10
00070,7,10,9,5,0,10,10
00071,5,9,5,6,0,4,0
00072,10,8,8,5,10,9,10
00073,7,7,10,4,0,6,10
00074,5,8,8,10,10,1,10
00075,10,6,9,8,10,4,0
00076,5,7,6,10,10,3,10
00077,6,5,7,1,10,6,0
00078,10,8,6,8,10,9,0
00079,8,9,7,5,0,2,10
00080,9,7,8,1,0,8,10
00081,9,9,6,7,0,9,0
00082,9,5,8,10,10,4,0
00083,9,7,7,1,0,2,10
00084,10,6,8,3,10,10,0
00085,8,5,5,7,0,5,10
00086,8,9,7,9,0,1,10
00087,6,6,5,4,10,8,10
00088,9,6,8,10,10,6,10
00089,7,5,10,2,10,10,0
00090,10,6,8,8,10,5,0
00091,8,10,7,5,10,8,10
00092,9,7,6,9,10,8,0
00093,5,6,5,9,0,7,10
00094,6,5,7,2,10,9,0
00095,6,5,8,5,10,10,0
00096,5,9,6,4,10,9,10
00097,8,9,5,7,10,7,10
00098,7,9,8,5,0,4,10
00099,6,9,8,5,10,9,10
00100,9,7,6,2,10,8,10
00101,7,8,10,4,10,2,0
00102,8,6,8,7,0,10,0
00103,9,10,10,2,10,3,0
00104,8,9,7,8,0,2,0
00105,5,9,7,6,10,7,10
00106,6,7,5,6,10,7,0
00107,8,6,10,1,0,3,0
00108,5,8,8,9,0,4,0
00109,8,5,9,9,10,4,0
00110,6,6,8,9,10,3,0
00111,9,9,7,10,10,6,0
00112,10,6,5,9,0,5,0
