MATRICULA,C_SPANISH,C_MATHEMATICS,C_SCIENCES,PROM_T_USE_TECH,DT,Y,CI
00001,10,9,9,5,0,8,0
00002,7,8,7,2,10,10,0
00003,5,6,10,1,10,1,10
00004,8,6,5,6,0,3,10
00005,5,10,10,7,10,1,10
00006,7,9,5,3,0,8,10
00007,6,9,9,2,10,6,0
00008,8,6,6,2,0,6,0
00009,10,9,10,10,10,5,10
00010,5,8,7,3,10,2,10
00011,10,8,7,6,10,5,10
00012,5,8,7,9,10,6,10
00013,10,7,8,8,0,10,0
00014,6,10,6,1,0,1,10
00015,9,7,8,2,0,10,10
00016,7,10,9,2,0,6,0
00017,5,5,5,1,10,8,10
00018,8,10,6,4,0,1,10
00019,10,5,8,9,0,5,0
00020,5,8,7,5,10,7,10
00021,10,6,6,6,0,10,0
00022,9,10,8,1,10,9,0
00023,8,7,7,2,10,6,10
00024,10,10,6,10,0,8,0
00025,10,8,10,4,10,8,10
00026,7,8,6,5,0,2,10
00027,8,8,6,4,10,1,10
00028,10,6,10,1,0,5,10
00029,9,7,8,8,0,2,0
00030,6,8,6,5,10,4,10
00031,7,8,6,6,0,2,0
00032,5,10,10,2,0,5,10
00033,9,9,6,2,10,7,0
00034,7,9,7,4,0,5,0
00035,7,5,10,7,0,1,0
00036,8,5,6,5,0,3,0
00037,6,8,9,10,10,1,0
00038,8,5,8,1,10,10,0
00039,10,8,9,5,10,8,10
00040,5,5,9,2,0,3,10
00041,5,10,10,4,10,7,10
00042,7,9,9,2,10,10,10
00043,10,9,5,2,10,1,10
00044,9,8,6,3,0,10,0
00045,6,8,6,5,10,9,0
00046,7,6,7,7,10,3,0
00047,7,7,10,2,0,9,10
00048,7,10,6,9,0,5,10
00049,5,8,8,8,0,1,0
00050,8,7,10,3,10,5,0
00051,7,6,8,9,0,1,10
00052,10,7,8,5,10,7,10
00053,7,8,10,7,0,5,10
00054,6,10,10,4,10,4,0
00055,8,8,5,6,0,4,0
00056,5,10,10,10,0,10,0
00057,9,5,9,10,0,5,0
00058,9,8,8,7,10,4,10
00059,9,10,6,5,10,7,0
00060,7,6,10,2,0,1,0
00061,7,5,10,10,0,1,10
00062,5,10,9,1,10,5,10
00063,6,6,8,1,10,6,0
00064,6,5,5,7,10,5,10
00065,8,5,7,10,10,10,10
00066,8,7,7,1,0,9,10
00067,9,7,7,1,10,1,0
00068,9,10,8,8,10,5,10
00069,6,10,9,8,10,8,0
00070,5,10,7,10,10,5,0
00071,10,7,10,2,0,9,0
00072,10,7,6,4,0,1,0
00073,9,5,9,10,10,2,10
00074,5,7,9,6,10,3,10
00075,9,8,5,2,10,5,10
00076,5,6,6,1,10,6,10
00077,6,5,8,10,0,7,10
00078,6,9,6,4,0,6,10
00079,8,7,6,5,0,8,10
00080,9,6,5,3,0,5,0
00081,7,8,7,3,0,8,0
00082,8,6,9,1,10,1,10
