MATRICULA,C_SPANISH,C_MATHEMATICS,C_SCIENCES,PROM_T_USE_TECH,DT,Y,CI
00001,7,9,7,4,0,5,10
00002,10,9,7,9,10,4,10
00003,5,7,10,6,0,7,0
00004,8,5,10,10,10,7,0
00005,6,8,10,4,10,1,0
00006,9,7,10,6,10,5,0
00007,9,7,8,1,0,2,10
00008,7,10,10,3,0,8,10
00009,7,7,10,4,0,2,10
00010,7,5,6,6,10,6,0
00011,10,6,10,3,10,10,10
00012,5,6,10,4,0,4,10
00013,10,8,8,6,10,4,0
00014,5,10,6,10,10,8,0
00015,9,8,7,8,10,2,10
00016,10,10,5,2,10,7,0
00017,5,6,8,7,10,8,10
00018,6,9,6,9,0,8,10
00019,9,7,6,10,0,10,0
00020,5,5,7,4,10,9,10
00021,5,10,10,4,10,6,0
00022,9,5,7,3,10,7,10
00023,5,6,8,7,0,9,0
00024,7,5,8,5,10,9,0
00025,6,6,10,7,10,1,10
00026,6,5,9,5,10,4,0
00027,8,10,10,8,10,9,0
00028,6,9,6,1,0,4,10
00029,6,8,6,10,0,9,0
00030,10,6,9,8,10,9,0
00031,7,6,5,8,10,3,0
00032,5,6,8,7,10,8,10
00033,10,5,10,2,10,2,10
00034,9,10,6,7,0,4,10
00035,10,7,8,4,0,3,10
00036,7,10,5,6,0,9,10
00037,5,5,6,4,0,9,10
00038,5,9,10,10,0,2,10
00039,5,6,9,8,0,4,10
00040,5,10,9,6,10,5,10
00041,5,5,9,2,10,3,10
00042,7,5,7,7,10,7,0
00043,10,6,9,6,0,5,0
00044,10,8,9,6,10,5,10
00045,6,5,8,9,10,9,10
00046,6,8,7,7,10,1,0
00047,9,10,9,5,0,6,0
00048,6,10,8,7,10,7,0
00049,7,10,5,8,0,4,10
00050,9,8,10,10,0,5,10
00051,8,10,5,4,10,2,10
00052,7,7,5,6,10,10,10
00053,7,10,9,8,10,4,0
00054,6,6,10,5,0,3,10
00055,9,5,7,3,10,5,10
00056,9,7,8,6,0,1,10
00057,10,8,6,3,0,4,10
00058,9,8,7,4,0,3,0
00059,10,10,9,4,0,7,0
00060,7,8,9,10,0,9,0
00061,5,7,9,9,0,1,10
00062,7,8,9,9,10,1,0
00063,7,9,5,8,10,7,0
00064,6,7,9,7,10,3,0
00065,8,7,10,6,10,2,0
00066,7,9,6,9,0,4,10
00067,6,9,5,4,0,9,10
00068,10,6,10,9,10,4,0
00069,7,6,8,6,10,10,10
00070,5,6,5,3,10,1,10
00071,5,8,8,8,10,1,0
00072,7,6,8,9,0,2,0
00073,6,8,7,8,0,6,10
00074,9,7,5,5,10,2,10
00075,6,6,7,3,10,3,10
00076,8,8,7,4,0,8,10
00077,5,7,10,2,0,2,0
00078,6,6,10,4,0,8,10
00079,8,6,5,10,0,4,10
00080,8,6,7,1,0,7,10
00081,8,10,6,2,10,5,10
00082,9,10,6,5,0,6,10
00083,8,10,8,3,0,3,0
00084,9,6,6,5,0,8,0
00085,6,5,8,3,10,1,0
00086,7,5,7,10,0,2,10
00087,9,9,10,1,10,1,0
00088,6,10,8,3,0,6,0
00089,10,5,8,9,10,4,10
00090,6,7,9,10,10,9,10
00091,10,7,8,1,10,1,10
00092,7,5,8,2,0,6,10
00093,8,9,5,2,10,7,0
00094,6,5,8,10,0,2,10
00095,7,10,8,6,10,8,0
00096,6,8,9,4,0,2,0
00097,6,8,8,7,10,6,0
00098,8,10,9,8,0,2,0
00099,7,8,8,2,0,4,10
00100,9,8,9,9,0,8,0
00101,7,10,6,10,10,4,0
00102,6,9,9,5,10,5,0
