MATRICULA,C_SPANISH,C_MATHEMATICS,C_SCIENCES,PROM_T_USE_TECH,DT,Y,CI
00001,7,7,10,10,10,6,0
00002,9,10,5,6,0,5,10
00003,7,7,8,8,0,6,10
00004,6,8,9,4,0,3,0
00005,7,5,9,4,10,5,10
00006,5,7,7,3,10,4,10
00007,10,7,7,4,0,1,10
00008,10,6,5,4,0,5,10
00009,8,5,6,8,0,10,10
00010,9,10,9,6,10,5,10
00011,8,9,10,3,10,1,10
00012,5,8,6,4,0,6,0
00013,10,8,5,9,10,6,10
00014,8,5,8,4,0,7,10
00015,9,6,6,6,10,8,10
00016,5,9,6,9,0,4,0
00017,5,6,7,5,10,5,0
00018,6,10,6,5,10,9,10
00019,9,8,9,3,0,5,10
00020,6,7,9,10,0,10,10
00021,10,9,6,9,0,9,10
00022,5,9,7,6,0,6,0
00023,7,5,5,6,10,4,10
00024,9,6,6,8,10,9,10
00025,6,8,10,9,10,1,0
00026,8,10,5,5,0,2,10
00027,7,9,5,2,0,1,0
00028,10,8,7,2,10,6,10
00029,8,5,10,7,0,9,0
00030,5,5,9,5,0,7,10
00031,8,7,6,7,10,2,10
00032,9,9,6,4,10,2,0
00033,5,5,5,5,10,10,0
00034,9,6,9,10,10,9,10
00035,10,9,9,10,10,8,10
00036,9,5,8,3,0,6,10
00037,5,5,9,1,10,8,0
00038,8,5,6,9,10,4,0
00039,9,6,5,4,0,1,0
00040,6,5,5,5,10,4,10
00041,10,7,7,3,10,6,10
00042,10,7,10,6,0,1,10
00043,6,5,9,7,10,6,10
00044,9,9,5,2,10,9,10
00045,7,7,9,1,0,2,10
00046,7,6,9,2,0,10,0
00047,9,10,7,6,10,5,10
00048,9,5,9,2,10,2,0
00049,6,8,8,9,0,2,0
00050,8,10,10,2,10,2,10
00051,10,5,8,2,10,8,10
00052,8,7,6,10,0,3,10
00053,9,9,10,6,10,4,0
00054,7,7,9,8,10,4,0
00055,5,8,10,8,0,5,10
00056,9,10,7,8,0,10,10
00057,7,9,7,7,10,9,10
00058,10,9,6,8,10,5,0
00059,8,7,9,8,10,7,10
00060,7,9,7,10,0,1,0
00061,8,8,5,1,0,7,0
00062,10,6,6,8,10,7,10
00063,6,8,9,9,10,5,0
00064,8,10,10,4,10,1,10
00065,8,5,7,9,10,4,0
00066,10,9,8,7,10,3,0
00067,9,8,7,9,0,6,10
00068,7,6,5,6,0,3,0
00069,7,6,7,2,0,6,0
00070,5,7,10,8,0,8,10
00071,7,10,9,4,10,9,10
00072,9,7,9,8,0,2,0
00073,7,5,5,6,10,8,10
00074,7,8,10,4,10,2,0
00075,6,8,9,2,0,3,10
00076,5,5,8,2,0,7,10
00077,9,7,5,10,0,4,0
00078,7,6,8,1,0,1,0
00079,8,7,7,2,0,5,10
00080,6,10,8,3,0,9,10
00081,10,6,7,10,10,8,0
00082,5,8,10,1,10,5,10
00083,9,6,10,10,0,2,0
00084,7,9,9,6,10,6,0
00085,7,10,8,10,10,3,10
00086,6,5,9,7,0,4,0
00087,9,6,5,2,10,10,10
00088,5,9,8,10,0,6,0
00089,10,6,6,3,10,6,0
00090,5,6,10,7,0,1,10
00091,10,7,5,3,0,10,10
00092,9,9,6,6,0,10,10
00093,5,9,8,8,10,9,10
00094,7,10,8,4,10,3,0
00095,6,6,5,9,0,2,10
00096,8,5,10,5,10,4,0
00097,7,8,6,6,0,4,0
00098,7,6,8,6,0,8,0
00099,5,8,7,7,0,3,0
00100,8,6,6,8,10,3,0
00101,8,6,8,7,0,5,10
00102,10,5,7,6,0,6,0
00103,6,7,9,2,10,9,0
00104,6,5,5,1,10,3,0
00105,6,10,9,7,10,3,10
00106,9,9,5,4,10,4,10
00107,8,10,6,7,10,7,0
00108,9,8,10,4,0,3,10
00109,5,9,7,2,0,8,0
