MATRICULA,C_SPANISH,C_MATHEMATICS,C_SCIENCES,PROM_T_USE_TECH,DT,Y,CI
00001,5,10,8,5,0,5,0
00002,9,7,10,3,10,9,0
00003,6,10,9,8,10,9,0
00004,10,6,6,10,10,10,10
00005,10,9,8,10,0,7,10
00006,7,7,8,5,0,6,0
00007,5,10,6,8,0,2,0
00008,8,10,9,5,0,8,0
00009,9,5,6,7,10,3,0
00010,8,5,8,9,10,5,10
00011,8,7,7,9,0,7,0
00012,7,7,8,7,10,5,0
00013,5,9,9,2,0,2,10
00014,9,6,10,8,10,10,10
00015,9,10,9,1,10,8,0
00016,5,7,8,5,10,3,0
00017,7,7,9,9,0,3,0
00018,5,9,5,7,10,2,10
00019,8,6,9,2,10,2,10
00020,7,6,6,2,10,2,0
00021,6,5,5,7,0,2,0
00022,8,7,9,5,0,2,0
00023,9,7,9,2,0,2,0
00024,10,7,5,7,10,4,0
00025,6,7,6,4,0,4,10
00026,5,6,5,5,10,7,0
00027,7,7,10,10,0,8,0
00028,10,10,9,7,0,9,0
00029,7,10,5,8,0,8,0
00030,5,10,9,5,0,9,10
00031,5,10,5,9,0,4,10
00032,8,9,9,4,0,1,0
00033,7,8,8,5,0,7,0
00034,7,10,9,3,10,1,0
00035,6,5,9,9,0,1,0
00036,5,8,9,4,10,5,10
00037,9,8,5,2,10,3,10
00038,7,7,9,8,0,10,10
00039,6,5,10,5,0,2,0
00040,5,9,9,6,10,8,0
00041,5,7,10,1,10,5,10
00042,9,10,9,4,10,5,0
00043,8,6,6,5,10,9,10
00044,8,5,5,4,0,6,0
00045,5,6,7,2,0,9,10
00046,5,10,9,2,0,2,10
00047,5,8,7,2,10,1,10
00048,5,6,5,7,0,8,10
00049,7,9,8,8,10,10,10
00050,10,10,9,10,0,6,10
00051,7,7,7,5,10,6,10
00052,6,6,7,6,0,9,10
00053,6,5,5,2,0,10,0
00054,6,9,10,7,0,9,10
00055,10,6,6,4,10,6,0
00056,5,9,6,9,10,2,10
