MATRICULA,C_SPANISH,C_MATHEMATICS,C_SCIENCES,PROM_T_USE_TECH,DT,Y,CI
00001,8,8,8,10,0,2,10
00002,9,10,10,7,10,9,0
00003,8,9,7,8,0,10,10
00004,5,8,10,8,10,9,0
00005,7,8,5,3,10,9,0
00006,9,9,6,8,10,10,10
00007,6,10,9,10,10,10,10
00008,10,8,9,9,10,3,0
00009,5,8,9,2,0,5,0
00010,6,8,8,9,0,5,10
00011,10,9,5,5,0,3,0
00012,5,7,8,9,0,4,10
00013,5,10,10,10,10,6,10
00014,7,9,10,3,10,7,10
00015,6,9,10,2,10,3,0
00016,5,7,6,6,0,3,10
00017,10,8,8,4,10,1,10
00018,5,9,10,9,0,6,10
00019,10,7,7,4,0,8,10
00020,9,7,8,9,10,1,0
00021,5,7,9,10,10,7,10
00022,6,10,9,10,10,4,10
00023,10,9,7,2,10,5,0
00024,5,7,6,3,10,8,10
00025,8,8,5,1,10,10,10
00026,10,10,5,6,0,4,10
00027,5,6,10,4,10,5,0
00028,8,6,5,9,10,6,0
00029,5,9,10,4,0,3,10
00030,5,5,8,2,10,1,0
00031,6,9,5,10,0,5,0
00032,6,7,9,8,10,7,10
00033,9,9,8,3,10,10,0
00034,8,9,10,5,10,8,10
00035,8,10,9,7,10,9,10
00036,10,5,7,3,10,4,0
00037,5,5,10,8,10,7,0
00038,10,8,5,1,0,4,0
00039,6,10,7,3,0,9,10
00040,10,9,10,6,10,1,0
00041,7,6,8,5,10,10,10
00042,9,6,5,8,0,8,0
00043,10,8,8,4,10,5,10
00044,10,5,5,6,10,10,10
00045,7,5,5,2,0,2,10
00046,7,10,7,3,0,10,10
00047,6,5,8,9,10,1,0
00048,10,9,5,2,0,5,10
00049,8,7,7,10,0,7,0
00050,9,5,6,9,10,9,0
00051,5,10,10,9,10,2,10
00052,5,10,9,5,0,3,0
00053,7,6,10,5,0,8,0
00054,8,5,7,2,10,10,0
00055,10,6,5,3,10,7,0
00056,10,7,6,9,10,1,0
00057,8,10,8,2,0,3,10
00058,8,8,6,1,10,7,10
