MATRICULA,C_SPANISH,C_MATHEMATICS,C_SCIENCES,PROM_T_USE_TECH,DT,Y,CI
00001,8,10,8,8,10,9,0
00002,7,7,6,6,0,3,0
00003,9,10,10,9,0,6,0
00004,8,10,10,7,0,1,10
00005,7,9,7,10,0,3,0
00006,6,8,8,3,10,7,0
00007,7,6,9,5,10,7,0
00008,7,8,9,6,10,1,10
00009,6,9,10,9,0,6,10
00010,5,10,5,10,10,10,10
00011,10,7,7,9,10,8,10
00012,8,10,5,1,10,8,0
00013,7,8,5,5,0,8,10
00014,8,9,8,9,0,7,0
00015,6,8,9,8,0,9,0
00016,10,7,10,9,0,4,10
00017,6,5,5,4,10,10,0
00018,7,6,10,4,0,3,10
00019,9,5,10,10,0,2,0
00020,9,6,6,10,0,4,0
00021,6,7,7,10,10,8,0
00022,8,10,5,3,0,10,0
00023,9,10,8,9,10,3,0
00024,5,10,6,3,0,1,10
00025,6,8,10,7,10,7,10
00026,9,5,9,6,10,4,0
00027,6,10,7,8,0,7,10
00028,10,5,9,2,10,3,0
00029,5,6,7,3,10,8,0
00030,6,10,6,4,10,7,10
00031,10,5,10,8,10,1,0
00032,10,7,10,10,0,5,10
00033,8,6,6,2,10,7,0
00034,5,8,9,6,10,4,10
00035,9,7,5,1,0,8,0
00036,7,10,9,3,10,9,10
00037,7,8,8,1,0,10,10
00038,6,9,5,3,0,1,10
00039,6,8,10,8,10,5,0
00040,9,6,7,6,0,5,0
00041,8,8,9,4,0,6,10
00042,7,10,7,3,10,10,0
00043,8,6,9,3,0,10,0
00044,8,9,10,1,0,7,10
00045,7,8,6,5,0,10,10
00046,10,10,7,4,0,10,0
00047,9,6,10,8,10,1,10
00048,7,7,9,4,10,1,10
00049,8,5,8,2,0,9,0
00050,9,7,6,3,0,1,10
00051,6,7,6,7,0,8,0
00052,5,9,9,6,10,2,10
00053,7,8,6,8,10,10,10
00054,8,6,5,8,0,1,0
00055,9,5,6,2,0,2,10
00056,8,7,5,6,0,2,0
00057,6,5,8,10,0,1,10
00058,7,9,6,10,0,6,0
00059,9,8,9,6,10,2,0
00060,8,5,9,8,10,1,0
00061,6,5,6,7,0,8,0
00062,7,8,10,8,0,5,10
00063,5,5,10,7,10,6,0
00064,9,6,8,6,10,5,0
00065,6,5,7,8,0,2,10
00066,5,9,9,7,0,6,10
00067,8,10,9,1,10,2,0
00068,5,8,10,7,0,6,10
00069,9,6,5,6,10,2,0
00070,8,8,6,5,10,1,0
00071,5,5,5,3,0,7,10
00072,8,6,5,6,0,4,0
00073,7,9,8,9,0,8,0
00074,6,5,9,9,10,2,0
00075,5,8,7,4,10,2,0
00076,10,5,6,9,10,9,0
00077,7,8,8,4,10,10,10
00078,8,5,7,1,10,9,0
00079,5,9,10,6,0,6,0
00080,6,9,7,6,10,6,0
00081,7,7,5,8,10,7,0
00082,5,5,10,8,10,10,0
00083,6,7,10,5,10,6,0
00084,7,10,6,9,0,5,0
00085,10,7,7,2,10,1,0
00086,10,6,9,4,0,7,0
00087,8,9,5,3,10,4,0
00088,10,9,6,8,0,1,0
00089,7,10,8,8,10,9,10
00090,7,10,5,5,0,5,0
00091,8,5,10,1,0,7,0
00092,6,8,10,5,10,1,0
00093,5,6,9,8,10,1,10
00094,5,8,6,7,10,5,0
00095,10,10,10,9,0,10,0
00096,9,5,6,4,10,4,10
00097,7,9,10,8,10,7,10
00098,8,6,5,9,10,2,0
00099,5,9,7,10,10,6,0
00100,9,6,5,2,10,2,0
00101,7,5,5,8,10,4,10
00102,7,6,8,5,10,1,0
00103,6,9,10,6,0,7,0
00104,7,10,8,9,10,6,10
00105,10,5,8,2,0,5,0
00106,9,8,8,1,0,4,10
00107,8,9,7,5,0,7,0
00108,8,10,9,3,0,10,0
00109,9,9,9,8,0,10,0
00110,7,5,5,6,10,7,0
00111,9,6,6,9,10,4,10
00112,6,9,9,3,0,10,10
00113,9,9,5,6,0,5,10
00114,9,8,6,3,10,8,10
00115,10,6,6,4,10,5,0
00116,7,6,8,2,0,1,0
00117,7,9,10,5,10,1,10
00118,8,10,9,9,10,1,10
00119,9,8,6,7,10,2,0
00120,5,5,5,10,0,1,0
00121,5,8,5,2,10,8,0
00122,7,8,9,10,10,6,10
00123,5,6,5,2,10,6,10
00124,9,7,10,6,10,8,0
00125,7,6,10,5,0,7,10
00126,6,9,6,7,0,6,0
00127,6,5,8,10,10,8,0
00128,9,5,7,2,10,4,0
00129,6,9,5,1,10,6,0
00130,7,6,10,9,0,6,10
00131,7,10,6,5,10,4,10
00132,6,5,9,5,10,10,0
00133,8,5,5,8,10,2,10
00134,9,9,9,8,10,8,0
00135,8,6,7,3,0,5,10
00136,10,10,7,9,10,10,0
00137,7,5,6,4,10,4,10
00138,8,6,7,4,0,2,10
00139,7,9,9,7,10,9,0
00140,7,9,9,8,10,2,0
00141,5,6,6,10,0,9,10
00142,9,6,9,8,0,3,10
00143,7,8,7,1,10,1,0
00144,5,6,6,1,0,1,0
00145,10,6,10,4,0,4,0
00146,9,9,10,8,0,6,0
00147,10,9,5,2,10,10,10
00148,10,9,7,10,10,4,0
00149,10,9,9,10,0,7,0
00150,6,9,10,9,10,5,0
00151,9,5,10,4,10,2,10
00152,8,5,6,2,10,3,0
00153,10,10,9,4,10,8,0
00154,5,6,6,3,10,4,10
00155,6,6,6,8,10,7,10
00156,10,10,6,1,10,7,10
00157,6,9,8,7,10,6,0
00158,10,8,6,9,0,10,0
00159,9,7,5,8,10,2,10
00160,7,6,9,8,0,2,10
00161,6,5,7,8,10,7,10
00162,5,8,7,3,0,3,0
00163,7,7,7,4,10,1,10
00164,6,8,9,1,0,7,0
00165,10,5,8,5,0,10,10
00166,6,8,10,1,0,8,0
00167,10,9,8,10,10,8,10
00168,8,7,9,9,10,1,0
00169,10,10,8,2,10,3,10
00170,6,5,9,4,0,4,10
00171,6,6,10,3,0,10,0
00172,7,7,10,10,10,4,10
00173,5,9,6,8,0,3,10
00174,10,5,6,5,10,7,10
00175,7,7,5,1,0,3,0
00176,8,6,6,3,0,3,0
00177,6,8,10,2,10,6,10
00178,10,9,9,8,10,1,0
00179,8,7,7,10,0,4,10
00180,9,5,6,10,0,5,0
00181,5,9,7,10,0,1,0
00182,10,6,10,9,10,8,0
00183,5,8,9,2,0,1,10
00184,10,6,7,9,10,4,10
00185,10,7,5,9,10,6,0
00186,6,10,9,8,10,5,10
00187,6,5,6,2,10,8,10
00188,10,6,7,7,10,8,0
00189,6,7,5,1,0,8,10
00190,7,6,5,3,0,3,0
00191,8,6,7,7,10,3,0
00192,6,5,9,1,0,9,0
00193,7,9,6,7,10,8,10
00194,8,6,10,5,10,7,10
00195,10,9,6,6,10,8,10
00196,5,6,6,1,0,4,0
00197,5,6,8,2,10,3,0
00198,5,10,8,5,0,5,10
00199,8,8,8,6,0,5,10
00200,9,5,8,7,10,5,10
00201,9,8,9,9,10,8,10
00202,10,10,9,4,10,3,10
00203,10,8,7,6,0,2,10
00204,8,8,7,4,10,7,0
00205,9,5,8,1,10,4,0
00206,10,6,10,10,10,10,10
00207,7,7,7,3,0,5,0
00208,9,5,9,6,0,1,0
00209,10,10,8,9,10,9,10
00210,7,8,9,2,0,3,0
00211,6,6,9,1,0,10,10
00212,6,5,9,4,0,1,0
00213,6,6,5,4,10,9,0
00214,9,9,10,10,0,7,0
00215,10,7,10,5,10,2,10
00216,8,8,5,2,10,4,0
00217,6,10,8,3,0,3,0
00218,9,9,5,5,10,5,10
00219,5,10,10,10,0,5,10
00220,7,7,10,2,0,10,0
00221,8,8,9,3,0,2,10
00222,7,10,6,8,0,10,0
00223,9,5,8,5,10,9,0
00224,10,10,7,9,0,1,10
00225,9,10,5,3,10,4,0
00226,8,10,9,6,10,1,0
00227,7,8,5,1,0,7,10
00228,7,5,7,6,10,4,0
00229,9,6,7,9,0,1,0
00230,9,6,9,3,0,4,10
00231,9,7,6,10,0,3,0
00232,6,5,9,6,10,7,0
00233,10,7,9,2,0,4,0
00234,5,8,8,10,10,7,0
00235,5,7,10,1,0,3,10
00236,9,7,5,8,0,3,0
00237,10,8,9,2,10,4,10
00238,8,6,8,9,10,5,0
00239,9,10,5,10,10,3,0
00240,6,10,6,1,0,1,10
00241,5,5,7,2,0,7,0
00242,5,7,9,6,10,10,10
00243,9,7,7,9,10,8,0
00244,5,10,9,4,0,8,10
00245,5,6,9,5,10,8,0
00246,9,6,8,6,10,4,0
00247,6,5,9,9,0,7,0
00248,10,9,6,4,10,7,0
00249,10,6,7,10,0,9,10
00250,6,5,5,5,10,9,10
00251,6,8,7,7,10,4,0
00252,9,8,6,8,10,5,10
00253,6,7,5,6,0,3,10
00254,10,9,9,7,10,9,0
00255,10,8,5,2,0,5,10
00256,9,9,8,1,10,6,10
00257,10,6,6,1,0,5,10
00258,7,10,10,4,10,9,10
00259,8,9,10,8,0,5,0
00260,7,7,9,6,10,1,0
00261,6,7,9,9,10,4,10
00262,10,5,9,6,0,4,0
00263,7,8,5,10,0,9,0
00264,9,5,9,3,0,3,10
00265,7,6,5,3,0,6,0
00266,5,10,9,7,10,8,10
00267,9,7,5,9,0,5,0
00268,9,8,6,3,0,3,0
00269,6,9,5,4,0,5,0
00270,6,7,5,2,0,9,10
00271,7,8,5,4,0,8,10
00272,7,8,8,8,0,6,0
00273,10,10,7,1,10,5,0
00274,10,5,8,2,0,5,0
00275,8,5,8,8,0,7,10
00276,9,6,9,3,0,4,10
00277,10,6,7,3,0,6,10
00278,7,6,8,6,0,6,0
00279,8,7,6,4,10,2,0
00280,6,9,9,6,10,3,0
00281,10,6,6,1,10,9,10
00282,9,7,9,8,10,6,10
00283,7,7,5,6,10,2,0
00284,7,5,10,9,0,5,10
00285,6,5,10,2,0,4,10
00286,6,6,9,1,0,10,10
00287,8,10,5,2,0,6,0
00288,5,8,5,5,10,10,0
00289,9,10,7,8,0,2,0
00290,5,10,6,5,10,5,0
00291,8,5,8,2,10,3,0
00292,6,5,9,5,10,4,0
00293,7,7,5,10,10,4,0
00294,8,8,9,8,10,8,0
00295,7,8,8,10,10,5,0
00296,8,9,7,3,10,3,0
00297,8,6,6,4,0,4,10
00298,7,9,8,3,10,7,10
00299,5,6,10,3,0,2,0
00300,7,7,6,9,0,10,10
00301,8,9,5,8,10,2,10
00302,5,8,10,4,0,3,10
00303,6,9,9,2,0,6,0
00304,5,6,5,10,0,3,0
00305,10,10,5,8,0,5,0
00306,5,10,9,10,10,4,0
00307,8,6,10,1,0,5,0
00308,8,10,7,8,0,5,10
00309,10,10,8,1,10,5,0
00310,8,7,6,1,0,4,0
00311,7,6,6,1,0,10,0
00312,10,8,6,10,10,4,0
00313,7,8,6,4,10,1,0
00314,10,7,10,2,10,9,0
00315,9,8,7,7,0,2,10
00316,6,9,6,1,0,4,10
00317,7,9,8,2,0,3,10
00318,8,10,5,7,10,4,0
