MATRICULA,C_SPANISH,C_MATHEMATICS,C_SCIENCES,PROM_T_USE_TECH,DT,Y,CI
00001,6,7,7,7,10,1,0
00002,5,9,6,3,0,3,0
00003,5,7,6,10,10,10,10
00004,10,7,8,9,10,10,10
00005,5,7,9,2,0,4,0
00006,5,8,8,9,0,2,0
00007,9,5,5,10,0,10,10
00008,8,9,5,10,10,1,0
00009,9,7,10,2,0,8,0
00010,7,5,8,2,0,1,0
00011,10,10,8,9,0,7,10
00012,9,7,5,1,10,1,10
00013,6,7,5,6,10,10,0
00014,6,8,9,10,0,3,10
00015,6,5,5,5,10,8,0
00016,7,7,8,4,0,6,10
00017,10,10,5,2,0,5,10
00018,6,5,8,1,10,6,0
00019,8,6,9,3,10,1,10
00020,9,8,5,10,10,8,0
00021,9,5,9,3,0,6,0
00022,7,5,10,5,0,4,0
00023,7,7,6,3,0,8,0
00024,7,8,9,9,10,7,10
00025,5,7,5,9,10,10,0
00026,5,8,7,2,0,8,10
00027,5,9,5,8,0,9,0
00028,6,7,10,2,10,1,10
00029,6,6,6,1,0,6,10
00030,8,9,9,2,10,4,10
00031,8,6,8,8,10,9,0
00032,10,9,9,6,10,9,10
00033,5,5,6,1,0,8,0
00034,6,5,6,7,0,1,0
00035,8,10,7,8,0,3,0
00036,7,7,7,2,10,8,10
00037,7,10,8,5,10,8,10
00038,6,9,6,8,10,7,10
00039,8,6,7,6,10,8,10
00040,7,10,7,2,10,4,10
00041,5,6,7,10,0,7,0
00042,8,5,9,1,0,8,10
00043,9,10,6,5,10,8,0
00044,10,5,8,7,10,5,10
00045,8,9,9,7,10,10,0
00046,9,10,5,3,10,6,0
00047,7,6,8,6,0,6,10
00048,7,5,10,10,10,1,0
00049,5,7,9,7,10,3,10
00050,7,7,6,6,10,3,0
00051,9,6,8,10,0,2,10
00052,9,10,10,10,0,9,10
00053,5,8,10,9,0,9,10
00054,7,10,8,8,10,9,10
00055,5,10,10,2,0,2,0
00056,8,7,7,6,10,10,10
00057,9,5,5,3,10,8,0
00058,9,8,8,8,10,5,10
00059,8,10,5,4,0,1,10
00060,8,10,6,9,0,8,0
00061,10,6,7,2,10,4,10
00062,6,5,7,6,10,4,10
00063,8,7,7,1,0,5,10
00064,9,6,6,1,10,9,10
00065,7,8,7,7,10,4,0
00066,5,10,5,9,0,9,10
00067,7,9,5,4,0,6,10
00068,10,10,5,6,10,8,10
00069,9,7,7,7,0,6,0
00070,8,9,5,2,0,7,0
00071,6,9,5,2,0,1,10
00072,9,8,5,8,0,7,0
00073,10,7,9,9,0,8,10
00074,5,8,10,4,10,10,10
00075,5,8,10,5,0,2,0
00076,6,9,8,8,10,10,0
00077,8,8,9,4,10,4,0
00078,5,8,8,4,10,3,10
00079,9,9,8,9,10,5,10
00080,8,5,9,1,10,2,0
00081,10,8,9,10,0,3,0
00082,8,6,9,7,10,8,0
00083,5,9,7,8,10,2,10
00084,7,10,10,8,0,8,10
00085,6,7,8,3,10,6,10
00086,8,5,9,7,10,9,0
00087,8,6,9,8,10,4,0
00088,6,8,7,5,10,4,0
00089,7,7,5,3,10,5,10
00090,10,9,7,3,10,4,10
00091,8,9,6,2,10,10,0
00092,9,8,9,9,10,5,10
00093,6,10,6,7,10,3,0
00094,8,6,5,10,10,9,0
00095,7,7,7,9,0,6,10
00096,9,7,8,5,10,2,0
00097,7,8,10,4,0,6,10
00098,8,8,9,10,10,2,10
00099,10,6,7,6,10,9,0
00100,10,6,10,10,0,10,0
00101,10,10,7,4,0,9,0
00102,6,6,9,7,10,8,10
00103,7,9,6,10,10,1,10
00104,8,7,9,8,10,7,0
00105,7,7,10,3,0,2,10
00106,6,8,6,8,10,5,0
00107,5,6,6,10,10,10,10
00108,10,9,10,1,10,6,0
00109,6,7,9,2,10,4,0
00110,5,10,6,6,0,10,10
00111,5,9,9,1,0,1,10
00112,9,10,7,4,0,1,10
00113,7,5,10,10,10,3,0
00114,7,9,9,2,0,2,10
00115,9,8,10,6,0,4,10
00116,9,8,8,6,0,7,0
00117,6,10,5,3,0,4,10
00118,10,10,8,4,10,9,0
00119,9,7,5,8,10,5,0
00120,10,8,9,2,10,6,10
00121,7,6,9,8,10,8,0
00122,6,6,5,8,0,5,10
00123,5,6,5,1,0,7,10
00124,8,9,5,4,0,5,0
00125,9,5,9,6,0,1,0
00126,5,6,10,4,10,2,0
00127,9,6,7,7,0,1,10
00128,8,8,7,2,10,3,0
00129,6,5,6,4,0,6,10
00130,7,6,10,8,0,4,10
00131,10,9,10,1,0,1,0
00132,9,9,6,1,0,4,0
00133,10,7,5,2,0,2,0
00134,10,8,9,3,10,8,10
00135,8,6,5,1,10,8,10
00136,7,7,7,1,10,1,0
00137,6,6,9,4,0,8,0
00138,5,6,9,3,0,10,0
00139,10,5,5,5,10,3,10
00140,8,5,6,8,0,7,10
00141,8,10,8,3,0,7,10
00142,6,6,7,9,10,3,0
00143,7,7,8,4,0,6,10
00144,9,9,7,8,10,4,10
00145,7,8,5,4,0,4,0
00146,10,6,7,5,0,7,10
00147,6,9,6,8,0,10,10
00148,5,6,7,9,10,10,0
00149,6,8,6,7,10,1,0
00150,5,8,7,8,0,2,0
00151,6,9,8,4,0,3,10
00152,8,7,5,3,0,4,0
00153,5,8,9,1,10,4,0
00154,8,9,10,6,0,8,10
00155,8,9,6,8,0,9,10
00156,6,6,10,6,0,6,10
00157,6,5,5,1,0,10,0
00158,9,8,5,2,10,2,10
00159,6,9,6,10,10,9,10
00160,8,7,5,7,0,4,10
00161,6,5,8,8,10,6,10
00162,7,6,7,7,10,1,0
00163,6,7,7,1,0,3,10
00164,7,9,7,10,10,10,10
00165,8,7,5,8,0,6,0
00166,6,5,5,4,0,1,0
00167,6,5,5,4,0,8,10
00168,5,8,5,9,10,9,10
00169,7,8,9,2,10,4,0
00170,10,10,10,10,10,3,10
00171,6,5,10,8,0,9,0
00172,8,5,9,4,0,7,10
00173,7,8,8,9,10,2,10
00174,5,6,10,1,0,9,10
00175,8,5,9,6,10,2,10
00176,9,7,7,7,0,7,10
00177,8,5,8,2,10,4,0
00178,7,9,6,4,0,1,10
00179,5,9,5,6,0,8,10
00180,10,5,7,10,10,1,0
00181,7,5,7,9,0,8,10
00182,6,10,5,10,0,3,10
00183,8,9,10,4,0,7,0
00184,9,10,7,1,10,1,0
00185,5,6,8,5,0,1,0
00186,5,10,8,9,0,6,0
00187,7,8,9,10,0,6,0
00188,5,8,9,2,0,1,10
00189,8,6,7,8,0,8,10
00190,8,10,5,10,0,1,0
00191,8,9,8,7,10,10,0
00192,7,7,9,1,0,8,10
00193,6,6,10,9,0,2,0
00194,7,8,7,8,0,9,10
00195,7,10,7,8,0,4,10
00196,7,9,10,3,0,4,10
00197,8,7,9,7,10,4,10
00198,7,8,8,4,0,3,0
00199,8,8,6,3,10,10,0
00200,8,10,5,4,0,4,10
00201,5,7,9,4,0,4,0
00202,8,5,5,1,10,6,10
00203,9,8,10,9,10,3,0
00204,5,5,7,6,0,6,0
00205,7,9,8,5,0,8,0
00206,9,5,8,5,10,6,0
00207,5,7,5,7,10,9,0
00208,5,10,5,4,0,9,10
00209,7,9,5,7,0,4,10
00210,8,5,9,7,0,2,10
00211,10,10,7,2,0,4,10
00212,5,5,5,5,10,10,0
00213,8,10,7,4,0,5,10
00214,8,5,7,6,0,8,10
00215,5,8,5,9,10,2,0
00216,10,8,7,6,10,10,0
00217,5,7,8,10,0,9,10
00218,5,6,7,1,10,3,0
00219,5,5,10,9,10,5,0
00220,8,9,10,4,10,10,0
00221,9,10,5,9,10,2,0
00222,5,7,10,3,10,4,10
00223,7,8,8,7,0,2,10
00224,10,5,6,4,10,4,0
00225,9,10,10,4,10,1,10
00226,6,9,5,3,10,7,0
00227,7,7,5,9,10,5,10
00228,10,10,5,3,0,10,0
00229,8,9,8,6,0,10,0
00230,6,9,6,4,0,2,0
00231,5,7,9,10,10,2,0
00232,7,5,10,8,10,3,10
00233,10,5,10,7,0,10,0
00234,9,6,9,3,10,1,0
00235,8,8,6,1,0,10,10
00236,7,8,6,2,0,1,0
00237,10,7,7,7,0,3,10
00238,10,6,10,4,10,5,10
00239,6,8,9,8,10,7,10
00240,10,10,6,3,10,6,10
00241,7,7,5,7,10,5,0
00242,9,6,6,1,10,7,10
00243,9,7,5,10,10,7,10
00244,7,10,8,7,0,9,10
00245,9,9,6,4,10,4,0
00246,9,8,8,2,10,5,0
00247,8,9,8,10,0,6,10
00248,5,9,5,9,0,8,10
00249,8,10,10,6,0,8,10
00250,5,8,5,1,0,1,0
00251,9,6,10,5,10,9,10
00252,7,7,9,3,0,3,0
00253,5,8,10,10,0,4,10
00254,9,7,5,4,0,4,0
00255,7,10,7,5,0,5,0
00256,5,7,10,1,10,6,10
00257,6,7,7,1,10,7,0
00258,5,8,9,10,0,4,10
00259,8,5,10,9,10,9,10
00260,9,10,5,5,0,8,10
00261,9,5,6,3,0,6,10
00262,9,5,10,7,0,1,0
00263,5,8,10,8,10,4,10
00264,9,5,6,6,10,1,0
00265,6,5,7,2,10,7,10
00266,6,10,10,6,0,9,0
00267,5,5,8,1,0,8,0
