MATRICULA,C_SPANISH,C_MATHEMATICS,C_SCIENCES,PROM_T_USE_TECH,DT,Y,CI
00001,10,9,5,1,10,8,0
00002,10,10,10,7,10,2,0
00003,8,9,9,6,0,5,10
00004,10,8,10,1,10,4,0
00005,8,6,10,10,10,2,0
00006,6,9,6,6,0,8,10
00007,9,8,7,8,0,9,10
00008,7,9,5,8,10,6,0
00009,9,7,10,5,10,1,10
00010,8,9,8,5,10,3,10
00011,7,10,10,6,0,6,0
00012,10,8,9,2,0,9,0
00013,10,9,7,4,10,7,10
00014,7,5,7,6,0,5,0
00015,5,6,10,4,10,6,0
00016,9,10,9,8,0,4,10
00017,9,7,6,8,10,4,0
00018,5,9,8,5,0,2,10
00019,6,9,7,3,10,6,10
00020,7,5,9,8,10,10,10
00021,10,6,10,2,10,10,10
00022,8,10,6,3,10,4,0
00023,9,10,8,7,0,1,0
00024,10,9,10,8,10,9,0
00025,8,10,10,3,0,7,10
00026,6,5,5,1,0,1,10
00027,8,10,8,8,0,9,10
00028,10,10,5,9,10,1,0
00029,10,5,8,2,0,6,10
00030,5,10,10,2,10,10,10
00031,6,8,7,2,0,1,10
00032,10,10,7,6,10,10,10
00033,6,6,7,3,0,3,0
00034,5,5,10,7,10,6,10
00035,10,9,10,4,10,6,10
00036,9,10,10,2,0,8,10
00037,7,5,9,4,10,3,0
00038,7,7,8,6,0,2,0
00039,6,7,8,1,10,7,0
00040,9,5,6,1,10,7,10
00041,6,8,5,10,10,10,10
00042,9,7,7,1,0,5,0
00043,8,9,7,8,10,3,0
00044,5,6,10,9,10,9,0
00045,9,8,5,8,10,8,10
00046,6,6,7,6,0,4,0
00047,6,6,10,2,10,2,10
00048,10,10,10,2,10,9,10
00049,5,7,7,8,10,8,0
00050,7,9,5,5,10,6,0
00051,9,8,6,9,10,1,0
00052,10,6,7,8,0,9,0
00053,7,9,9,9,10,9,10
00054,7,9,8,10,0,10,0
00055,8,7,10,7,0,7,10
00056,6,7,8,7,0,8,0
00057,5,5,10,1,10,9,0
00058,6,5,6,5,10,7,10
00059,6,5,5,8,10,3,0
