MATRICULA,C_SPANISH,C_MATHEMATICS,C_SCIENCES,PROM_T_USE_TECH,DT,Y,CI
00001,7,7,8,6,10,7,0
00002,9,8,9,7,0,10,0
00003,8,7,8,8,0,7,0
00004,7,9,5,6,10,7,0
00005,8,8,5,1,10,10,0
00006,10,9,7,9,0,3,10
00007,5,9,7,10,0,10,10
00008,8,10,6,4,10,4,10
00009,8,10,7,9,0,5,0
00010,6,5,6,2,0,1,0
00011,7,7,8,5,10,7,0
00012,9,5,8,3,10,2,10
00013,9,9,9,8,10,6,10
00014,10,10,9,2,0,5,10
00015,10,7,5,7,10,4,10
00016,6,6,5,5,0,8,0
00017,6,7,5,2,10,2,10
00018,7,9,10,7,0,2,10
00019,6,10,8,3,10,9,10
00020,5,9,7,10,10,3,0
00021,10,10,10,8,10,2,0
00022,9,5,6,1,10,4,0
00023,9,7,8,8,0,2,10
00024,9,9,6,5,10,7,0
00025,9,8,7,10,0,9,10
00026,6,5,5,1,10,6,0
00027,8,10,7,7,0,4,0
00028,10,9,7,5,10,6,10
00029,7,10,9,8,0,6,0
00030,7,10,10,7,10,5,0
00031,10,6,7,10,10,7,10
00032,8,6,9,4,0,3,0
00033,7,5,7,6,0,5,0
00034,10,8,7,3,10,9,0
00035,8,5,5,3,0,6,0
00036,6,5,10,1,10,3,10
00037,7,8,9,2,0,8,0
00038,5,5,5,3,0,10,10
00039,8,7,8,9,0,4,0
00040,7,6,6,5,10,1,0
00041,9,8,9,7,0,1,10
00042,9,5,8,1,10,5,0
00043,9,8,5,8,0,2,0
00044,5,10,10,10,0,4,10
00045,5,10,9,9,0,9,10
00046,5,9,8,3,0,8,0
00047,6,8,6,6,10,7,10
00048,9,8,6,1,10,7,10
00049,7,5,7,3,0,9,10
00050,6,7,7,3,0,4,0
00051,10,5,5,7,10,9,10
00052,6,5,8,10,0,10,10
00053,9,6,5,1,0,6,10
00054,8,5,5,9,0,1,0
00055,6,9,6,7,10,2,0
00056,9,6,7,9,0,3,10
00057,8,8,7,7,0,2,10
00058,9,8,8,10,10,8,10
00059,8,6,9,9,10,3,10
00060,9,7,5,3,0,4,0
00061,6,8,9,4,10,3,0
00062,10,6,6,2,0,10,10
00063,6,7,6,8,0,7,10
00064,6,10,8,5,0,9,0
00065,10,7,10,3,10,3,0
00066,10,9,8,8,10,2,0
00067,5,5,10,9,10,3,10
00068,5,5,10,8,10,3,10
00069,7,7,9,7,0,1,10
00070,10,9,8,9,10,6,10
00071,10,9,8,10,0,8,0
00072,9,5,9,7,0,10,10
00073,8,8,5,3,10,10,10
00074,9,6,10,8,10,1,10
00075,10,9,6,9,10,7,10
00076,6,5,5,8,10,6,0
00077,8,9,5,8,10,6,0
00078,8,7,8,2,0,4,10
00079,7,9,6,7,10,5,10
00080,8,6,8,8,0,1,0
00081,5,10,8,1,10,1,0
00082,8,6,6,7,10,7,0
00083,9,6,5,1,0,6,10
00084,5,8,6,3,0,9,0
00085,6,7,5,5,0,9,0
00086,8,10,5,7,10,10,10
00087,9,9,7,9,0,10,0
00088,8,9,6,2,10,3,0
00089,5,5,5,1,10,4,0
00090,9,5,6,4,0,9,10
00091,10,8,6,6,0,10,0
00092,9,6,5,7,0,1,0
00093,9,6,6,4,0,2,10
00094,5,10,9,7,10,2,0
00095,10,10,7,7,0,5,0
00096,7,7,9,3,0,4,0
00097,10,10,5,1,10,4,0
00098,10,10,7,9,10,4,10
00099,9,8,10,3,10,1,0
00100,6,5,8,7,10,3,0
00101,8,5,10,10,10,5,0
00102,9,9,8,3,0,1,0
00103,7,9,5,6,0,9,10
00104,10,8,10,10,0,10,0
00105,8,10,6,10,10,7,0
00106,8,6,6,5,0,3,10
00107,8,6,8,4,0,2,10
00108,10,9,5,9,10,8,10
00109,8,8,7,3,10,5,10
00110,8,6,6,2,0,1,10
00111,5,9,5,6,0,6,0
00112,8,6,7,2,0,3,10
00113,10,10,9,2,10,10,10
00114,9,5,6,9,0,1,10
00115,5,5,6,2,0,7,10
00116,9,6,7,1,0,3,0
00117,9,7,9,9,10,4,0
00118,6,8,6,4,0,6,10
00119,9,8,7,2,0,3,10
00120,6,9,9,1,0,7,0
00121,10,7,7,8,10,9,0
00122,7,9,5,1,10,2,0
00123,10,9,6,1,10,9,10
00124,9,10,8,4,0,5,0
00125,5,9,10,5,10,9,0
00126,10,8,9,6,0,10,10
00127,7,10,9,10,0,7,10
00128,10,6,7,4,0,3,10
00129,10,10,9,9,10,1,10
00130,6,7,7,8,10,1,0
00131,10,6,6,4,10,4,0
00132,8,7,10,5,0,8,0
00133,9,10,5,8,10,4,10
00134,7,9,6,10,10,4,0
00135,8,5,9,2,10,1,10
00136,9,9,10,2,10,9,0
00137,7,5,9,2,10,8,0
00138,10,10,7,8,10,5,10
00139,10,9,5,3,10,3,0
00140,10,8,9,5,10,9,10
00141,10,6,6,7,0,7,0
00142,10,7,7,10,10,8,10
00143,10,10,5,7,10,4,10
00144,9,6,5,7,10,7,0
00145,10,5,10,10,10,5,10
00146,10,7,10,6,0,5,10
00147,6,8,6,5,10,9,10
00148,6,6,8,3,0,9,10
00149,8,6,5,5,0,5,0
00150,5,7,9,4,0,2,10
00151,7,10,8,4,0,1,0
00152,9,8,5,3,10,10,10
00153,5,10,6,2,10,5,0
00154,10,5,6,6,10,8,10
00155,6,8,5,9,10,8,10
00156,6,8,6,1,10,6,0
00157,7,6,9,6,10,1,10
00158,5,8,10,10,0,7,10
00159,8,6,5,9,0,4,10
00160,9,6,7,6,0,1,0
00161,5,6,8,3,10,3,10
00162,8,6,9,9,0,7,0
00163,6,5,8,1,10,4,10
00164,8,6,5,9,10,4,10
00165,7,8,9,8,10,1,10
00166,5,5,7,6,10,10,0
00167,10,5,8,6,10,10,10
00168,9,9,10,7,0,10,10
00169,6,5,8,10,0,10,10
00170,6,8,6,3,10,4,10
00171,7,10,10,1,0,5,0
00172,7,7,5,10,0,9,10
00173,7,7,7,6,0,4,10
00174,10,10,10,10,10,3,0
00175,9,8,10,7,10,10,10
00176,7,5,10,10,10,8,0
00177,6,9,9,10,0,9,10
00178,6,6,6,1,0,10,10
00179,9,5,6,10,10,2,10
00180,5,8,8,4,0,4,0
00181,6,5,9,4,0,3,10
00182,8,7,5,2,10,1,0
00183,9,6,10,8,0,6,10
00184,6,5,8,8,10,5,10
00185,8,5,6,2,10,7,0
00186,7,6,5,2,10,4,0
00187,9,8,9,7,0,10,10
00188,7,7,9,2,10,3,0
00189,10,6,7,5,0,8,10
00190,10,5,9,8,0,2,0
00191,9,8,10,3,0,7,10
00192,8,8,6,9,0,1,0
00193,9,6,8,4,0,7,0
00194,9,7,7,3,10,6,10
00195,8,5,7,1,0,3,10
00196,7,7,8,4,0,9,10
00197,10,8,5,10,0,9,10
00198,5,10,6,6,10,5,0
00199,5,5,5,1,0,7,10
00200,10,10,10,9,10,1,10
00201,5,10,6,3,10,3,0
00202,7,6,10,2,0,9,10
00203,7,7,5,9,10,7,0
00204,10,8,8,3,10,2,10
00205,10,8,8,4,0,7,10
00206,6,8,6,3,10,7,10
00207,5,7,10,8,10,8,10
00208,5,10,10,2,10,6,0
00209,7,10,6,7,10,2,0
00210,6,7,9,3,0,2,0
00211,10,6,7,4,0,5,0
00212,6,8,9,8,10,7,0
00213,10,9,6,9,0,1,0
00214,7,5,7,9,10,6,10
00215,9,10,7,8,0,9,10
00216,8,5,7,4,10,5,0
00217,9,6,6,6,0,7,10
00218,6,6,9,1,0,5,10
00219,8,7,8,4,0,10,0
00220,6,9,10,1,10,5,0
00221,5,10,7,3,10,10,0
00222,10,9,6,2,0,2,0
00223,6,7,10,6,0,5,10
00224,6,5,6,9,10,9,0
00225,7,7,5,5,0,3,0
00226,6,6,9,7,0,9,0
00227,7,7,5,2,0,4,0
00228,9,7,10,4,10,3,0
00229,7,5,8,3,10,8,0
00230,9,7,8,9,10,4,0
00231,10,8,6,6,10,6,10
00232,7,6,10,10,10,5,10
00233,5,5,5,8,10,1,10
00234,10,9,7,7,10,4,0
00235,8,9,6,10,0,3,0
00236,8,9,5,7,0,7,0
00237,9,10,8,7,0,9,10
00238,5,8,7,9,0,1,10
00239,9,8,8,5,0,5,10
00240,7,8,8,9,10,6,0
00241,8,8,5,8,10,9,10
00242,5,10,6,8,0,3,10
00243,9,7,6,6,10,2,0
00244,5,7,7,1,10,7,0
00245,10,10,5,1,0,6,0
00246,7,7,6,3,10,2,0
00247,10,7,10,7,10,6,0
00248,5,8,10,1,0,4,0
00249,5,8,8,3,0,5,10
00250,6,9,5,7,0,4,0
00251,8,9,5,8,10,8,10
00252,7,8,5,1,0,4,10
00253,9,8,9,1,0,4,0
00254,5,5,9,4,0,7,10
00255,7,10,5,2,0,3,10
00256,8,7,7,10,0,2,10
00257,10,8,7,2,10,5,0
00258,6,7,8,9,10,8,10
00259,6,5,7,4,0,6,10
00260,6,10,7,10,10,10,0
00261,9,5,8,4,10,1,0
00262,6,6,6,2,10,9,0
00263,6,10,8,8,10,9,0
00264,7,9,7,5,0,2,10
00265,9,6,8,10,0,9,0
00266,5,6,5,2,0,9,10
00267,5,8,9,10,10,10,0
00268,10,5,10,4,0,5,0
00269,6,10,10,7,10,4,0
00270,6,8,6,2,10,9,0
00271,9,8,8,5,10,4,0
00272,8,6,9,6,10,6,10
00273,6,9,10,9,10,5,0
00274,10,7,10,1,10,6,10
00275,8,7,9,6,10,3,0
00276,5,7,6,3,10,10,0
00277,5,7,5,5,0,10,10
00278,7,6,10,1,10,4,0
00279,10,9,9,6,10,7,0
00280,8,10,5,1,10,6,10
00281,10,9,6,1,0,5,10
00282,6,10,6,3,0,1,0
00283,10,8,6,8,0,2,0
00284,6,6,7,10,0,4,0
00285,9,8,9,9,10,2,0
00286,9,9,5,7,10,8,0
00287,7,10,5,6,10,2,0
00288,5,6,5,4,10,10,0
00289,5,5,7,7,10,10,0
00290,6,10,9,8,10,2,10
00291,6,8,9,8,10,2,10
00292,10,5,6,7,10,8,0
00293,5,5,9,3,0,6,0
00294,5,8,7,8,10,2,10
00295,9,8,8,9,0,8,0
00296,8,6,8,8,0,2,10
00297,10,8,6,7,10,3,0
00298,8,5,7,10,0,5,0
00299,9,6,5,5,0,8,10
00300,8,5,10,1,10,9,10
00301,8,5,5,1,0,8,10
00302,10,8,5,4,10,10,10
00303,5,8,9,5,10,7,0
00304,6,5,9,4,0,4,0
00305,7,8,8,3,0,4,0
00306,6,7,9,8,0,4,0
00307,10,5,7,8,0,2,10
00308,9,9,6,6,0,10,0
00309,7,6,7,10,0,10,0
00310,6,5,7,3,10,10,0
00311,10,7,6,1,10,10,0
00312,6,8,5,8,0,10,0
00313,10,7,7,5,10,9,10
00314,10,10,9,3,10,2,0
00315,5,6,7,4,10,8,10
00316,9,6,8,10,0,1,10
00317,5,10,7,8,0,9,0
00318,10,5,5,7,0,7,0
00319,7,7,7,1,0,5,10
00320,7,7,5,9,0,6,0
00321,10,8,6,7,10,10,0
