MATRICULA,C_SPANISH,C_MATHEMATICS,C_SCIENCES,PROM_T_USE_TECH,DT,Y,CI
00001,5,8,9,1,10,6,10
00002,10,7,6,5,10,1,10
00003,7,10,9,10,0,6,10
00004,8,10,6,10,10,1,0
00005,8,10,10,8,10,4,10
00006,9,5,8,2,10,1,0
00007,9,9,6,10,10,2,10
00008,10,5,7,3,10,9,0
00009,7,5,8,2,10,10,0
00010,10,6,5,9,0,3,0
00011,9,10,5,8,10,1,0
00012,7,7,9,7,10,9,0
00013,6,5,5,6,0,7,10
00014,10,8,10,6,0,10,0
00015,5,6,10,9,10,4,10
00016,5,9,9,2,10,6,0
00017,10,8,5,4,10,1,10
00018,9,10,5,2,0,2,10
00019,9,7,10,3,0,6,0
00020,8,5,9,4,10,10,10
00021,5,10,10,4,0,3,10
00022,5,5,10,6,0,10,10
00023,7,9,8,5,10,9,0
00024,8,6,6,3,0,2,0
00025,5,9,10,6,0,3,0
00026,9,9,9,10,0,6,10
00027,6,7,10,7,10,3,10
00028,7,5,7,6,10,10,10
00029,7,9,7,2,0,7,0
00030,8,8,7,10,10,7,0
00031,9,6,8,5,0,3,0
00032,5,6,10,6,10,4,10
00033,10,10,7,5,0,3,0
00034,9,10,6,4,10,5,0
00035,9,5,6,4,10,2,10
00036,6,5,5,2,0,4,0
00037,10,7,5,5,10,7,10
00038,10,6,5,2,0,4,0
00039,6,10,8,8,0,4,0
00040,10,10,9,2,10,10,0
00041,7,6,8,6,0,1,0
00042,6,10,6,4,0,6,0
00043,9,7,5,1,0,1,0
00044,5,8,10,7,0,10,10
00045,9,10,6,5,10,5,0
00046,7,9,5,8,0,2,10
00047,10,9,5,6,0,7,0
00048,9,9,9,2,10,2,0
00049,6,10,7,3,0,7,10
00050,6,10,5,4,10,8,10
00051,9,8,5,9,10,8,0
00052,9,8,6,2,10,5,0
00053,7,7,6,1,10,8,0
00054,7,9,9,4,0,2,0
00055,9,10,6,10,0,3,10
00056,9,7,9,5,10,1,0
00057,8,5,8,7,10,3,0
00058,9,8,8,2,10,3,0
00059,8,8,5,6,10,5,0
00060,7,7,7,2,0,1,10
00061,8,5,5,1,10,7,0
00062,7,7,6,6,10,7,0
00063,6,10,6,9,0,10,10
00064,8,7,7,8,10,9,0
00065,5,10,5,5,0,2,0
00066,7,7,6,2,10,10,0
00067,7,8,9,6,0,8,0
00068,6,9,7,1,0,9,10
00069,6,6,5,3,0,5,0
00070,10,5,9,7,10,8,0
