MATRICULA,C_SPANISH,C_MATHEMATICS,C_SCIENCES,PROM_T_USE_TECH,DT,Y,CI
00001,9,8,7,8,10,7,0
00002,10,5,7,1,0,10,10
00003,6,9,5,8,0,10,10
00004,10,10,8,4,0,7,10
00005,6,8,7,9,0,2,0
00006,9,7,6,10,10,6,10
00007,5,10,5,5,10,5,10
00008,5,9,5,8,0,4,0
00009,10,10,6,5,10,8,10
00010,8,6,7,10,0,4,10
00011,8,10,10,6,0,10,0
00012,6,8,6,4,0,7,10
00013,9,9,8,7,0,3,0
00014,7,10,10,10,0,7,10
00015,7,10,8,2,10,9,0
00016,7,10,9,8,10,2,0
00017,6,10,7,3,10,10,10
00018,10,10,8,5,0,4,10
00019,7,9,9,3,0,10,10
00020,7,8,7,9,0,3,10
00021,6,7,9,3,10,5,0
00022,7,6,10,5,0,2,0
00023,7,6,7,10,0,6,10
00024,8,8,10,1,0,9,10
00025,8,8,10,9,10,4,10
00026,7,10,6,5,10,1,0
00027,6,7,9,4,0,10,10
00028,7,7,8,4,10,1,0
00029,9,10,5,5,0,5,10
00030,8,7,5,4,0,4,0
00031,6,5,8,3,10,2,0
00032,7,10,5,8,10,1,10
00033,7,5,5,4,10,7,0
00034,10,6,7,5,0,9,0
00035,7,9,6,10,10,9,0
00036,9,5,10,3,0,4,0
00037,9,9,8,4,10,9,0
00038,8,7,9,4,0,5,0
00039,6,7,9,3,0,6,10
00040,10,8,6,4,10,8,0
00041,7,10,9,2,10,4,0
00042,7,8,6,6,0,6,0
00043,10,8,10,7,0,1,0
00044,5,10,9,10,0,3,10
00045,7,10,5,1,10,4,10
00046,6,9,7,4,10,5,10
00047,7,6,6,8,10,5,0
00048,7,10,9,4,10,6,0
00049,7,8,8,10,10,10,10
00050,5,8,5,3,10,8,10
00051,7,10,5,4,0,5,10
00052,7,8,7,9,0,10,0
00053,8,9,10,8,0,4,0
00054,7,5,5,7,0,5,0
00055,9,5,8,2,10,5,0
00056,7,8,7,2,0,4,10
00057,7,10,5,5,0,2,0
00058,5,5,9,9,0,9,0
00059,10,6,6,10,0,3,0
00060,10,7,8,8,10,3,0
00061,6,6,9,6,10,10,10
00062,9,9,5,8,10,3,0
00063,5,10,9,1,10,6,0
00064,8,5,9,3,0,10,10
00065,7,5,6,10,10,4,10
00066,7,6,6,8,0,3,10
00067,10,8,5,5,10,3,0
00068,9,5,10,9,0,1,0
00069,10,6,5,9,0,6,0
00070,8,8,9,10,0,1,0
00071,9,10,8,8,0,9,0
00072,8,10,9,4,10,6,10
00073,5,6,5,4,10,2,10
00074,6,5,7,6,0,10,10
00075,6,6,8,1,0,2,0
00076,9,5,8,10,10,4,10
00077,9,5,5,10,10,2,0
00078,6,6,7,5,10,6,0
00079,6,6,7,9,0,8,0
00080,7,9,5,9,10,10,10
00081,7,7,6,7,0,1,0
00082,9,6,10,4,10,3,0
00083,5,10,5,5,10,5,10
00084,9,5,10,5,0,10,0
00085,5,10,10,7,0,7,10
00086,6,7,9,4,0,5,10
00087,8,8,9,10,10,8,10
00088,10,9,10,10,10,5,10
00089,9,10,10,8,0,5,0
00090,8,7,7,2,0,10,0
00091,9,9,10,3,10,5,0
00092,9,5,10,8,0,10,0
00093,9,9,7,1,10,3,0
00094,10,10,10,8,10,9,10
00095,7,8,9,4,10,2,10
00096,9,5,9,2,10,8,0
00097,7,7,8,1,10,6,10
00098,7,7,10,10,0,6,0
00099,5,8,10,8,0,9,0
00100,6,7,7,4,10,6,10
00101,8,10,6,7,10,8,0
00102,5,6,10,5,0,1,10
00103,6,6,7,4,0,8,10
00104,8,7,10,5,10,4,10
00105,7,10,5,5,0,7,0
00106,9,7,8,6,10,3,0
00107,7,9,9,10,10,7,10
00108,5,5,6,1,10,3,10
00109,7,7,5,5,10,7,0
00110,7,7,10,3,10,10,10
00111,9,7,10,3,0,2,10
00112,8,10,9,4,10,9,0
00113,6,6,9,3,0,8,0
00114,8,6,6,2,10,4,0
00115,10,8,10,6,0,8,0
00116,8,9,7,8,10,3,0
00117,8,8,8,5,0,4,0
00118,6,6,8,5,10,8,10
00119,5,9,10,9,0,1,10
00120,7,5,7,6,0,1,10
00121,8,9,7,2,0,6,10
00122,9,6,5,6,10,10,0
00123,8,6,5,6,10,8,10
00124,9,10,7,9,10,9,10
00125,8,6,7,3,10,8,0
00126,8,10,7,3,0,4,10
00127,8,5,6,10,10,1,10
00128,7,6,5,7,10,8,0
00129,10,10,6,10,0,6,10
00130,5,7,7,9,10,8,10
00131,6,6,7,6,10,2,0
00132,8,7,7,3,10,3,0
00133,10,7,10,8,10,1,10
00134,9,10,8,6,10,7,10
00135,10,6,5,5,10,6,10
00136,8,5,7,9,0,10,10
00137,6,10,9,5,0,10,10
00138,6,9,7,2,10,10,10
00139,8,10,9,5,10,8,0
00140,8,10,8,1,0,9,0
00141,10,7,8,3,10,6,0
00142,6,7,5,6,0,6,0
00143,10,9,8,3,10,10,0
00144,5,5,10,4,10,3,10
00145,6,10,10,4,10,5,10
00146,10,5,9,1,0,10,0
00147,5,8,9,6,10,3,0
00148,8,8,8,1,0,1,0
00149,10,8,8,5,10,5,0
00150,10,6,6,5,10,8,10
00151,5,5,6,10,10,3,0
00152,8,6,8,4,0,8,0
00153,10,10,6,4,0,6,0
00154,5,8,7,1,10,6,0
00155,7,5,6,8,10,4,0
00156,7,7,8,2,10,9,0
00157,10,5,5,1,10,4,0
00158,7,8,5,2,0,3,10
00159,7,8,8,1,10,3,10
00160,10,5,9,10,10,5,0
00161,5,6,7,8,10,8,10
00162,8,5,10,7,10,9,10
00163,5,9,6,8,10,7,10
00164,8,8,9,10,0,3,0
00165,7,9,7,7,10,2,10
00166,9,7,7,3,10,3,0
