MATRICULA,C_SPANISH,C_MATHEMATICS,C_SCIENCES,PROM_T_USE_TECH,DT,Y,CI
00001,9,9,9,3,0,9,0
00002,7,10,5,5,10,10,10
00003,6,10,7,8,10,5,10
00004,5,8,10,8,10,2,10
00005,6,10,5,4,0,6,0
00006,8,6,8,9,10,5,10
00007,10,6,9,9,10,7,10
00008,6,9,10,7,0,10,10
00009,7,7,8,5,0,8,0
00010,7,10,8,2,0,4,10
00011,7,9,10,5,10,6,0
00012,8,10,5,8,10,1,0
00013,7,6,9,3,0,3,10
00014,9,9,8,9,0,2,0
00015,9,7,7,1,10,4,10
00016,10,6,8,7,0,3,0
00017,9,9,7,6,0,6,10
00018,7,5,7,4,0,7,10
00019,9,10,10,10,0,1,10
00020,8,7,10,6,10,6,10
00021,5,7,9,5,10,7,0
00022,7,5,7,7,10,10,0
00023,5,6,10,6,10,5,0
00024,5,8,6,3,0,3,0
00025,7,5,6,4,10,10,10
00026,7,6,9,7,10,1,10
00027,8,7,8,3,0,6,0
00028,8,7,9,6,0,1,0
00029,9,9,6,10,0,7,0
00030,9,7,7,2,0,7,10
00031,9,6,9,9,0,10,10
00032,9,8,9,3,10,4,0
00033,10,9,5,7,10,9,0
00034,6,8,8,9,0,2,0
00035,8,9,10,1,0,2,0
00036,7,9,8,9,10,5,0
00037,7,10,8,4,10,10,10
00038,9,8,10,5,0,9,10
00039,10,10,10,4,0,7,10
00040,9,8,6,5,10,4,10
00041,5,10,6,1,0,4,10
00042,10,8,5,1,10,10,10
00043,9,8,9,1,0,6,0
00044,6,10,8,5,10,7,0
00045,10,7,9,4,0,7,0
00046,8,5,9,9,10,5,0
00047,6,5,7,4,10,1,10
00048,8,8,7,2,10,1,10
00049,6,8,8,10,0,2,0
00050,6,10,5,1,10,9,0
00051,9,9,8,10,0,9,0
00052,10,7,7,9,10,1,0
00053,10,10,9,4,0,9,10
00054,9,7,10,2,0,4,0
00055,8,7,9,3,10,5,0
00056,5,8,8,4,0,5,10
00057,5,7,10,8,10,3,0
00058,9,5,5,2,0,8,0
00059,9,10,10,8,0,8,10
00060,9,9,7,9,10,1,0
00061,10,6,5,6,10,10,0
00062,7,10,8,1,0,1,0
00063,6,6,5,2,10,8,0
00064,10,10,8,4,0,5,10
00065,10,9,10,8,10,10,10
00066,5,6,5,5,0,3,0
00067,7,5,5,4,10,4,0
00068,7,6,8,9,10,6,0
00069,8,5,5,4,0,3,10
00070,10,5,7,2,0,7,10
00071,8,9,10,9,10,6,10
00072,6,10,6,10,0,2,10
00073,10,7,5,10,0,2,10
00074,10,9,10,8,10,8,0
00075,10,9,10,7,0,7,0
00076,7,6,6,5,0,9,0
00077,7,7,5,6,0,2,0
00078,8,5,7,3,0,9,10
00079,5,7,10,1,0,7,0
00080,5,9,7,10,0,7,0
00081,9,8,8,3,0,10,10
00082,7,9,10,4,0,3,0
00083,8,6,10,6,0,8,10
00084,7,7,6,1,0,10,0
00085,8,7,9,2,10,5,0
00086,7,8,10,2,10,4,10
00087,6,6,6,7,0,1,0
00088,9,5,8,4,0,2,10
00089,9,10,6,6,10,6,0
00090,6,9,10,4,10,6,10
00091,10,8,7,10,10,5,10
00092,7,7,8,3,0,8,0
00093,9,10,5,9,10,1,10
00094,10,9,9,8,0,2,0
00095,10,10,6,7,10,2,10
00096,7,10,6,5,10,7,0
00097,10,10,7,8,10,1,0
00098,10,6,5,3,10,2,10
00099,9,8,6,8,10,7,0
00100,10,9,6,2,10,3,0
00101,7,10,8,5,0,5,0
00102,7,7,9,4,10,6,10
00103,8,7,10,8,10,10,10
00104,9,5,9,2,10,1,10
00105,9,10,10,2,0,9,0
00106,6,5,5,6,0,9,10
00107,7,5,10,1,10,6,10
00108,10,10,5,2,10,7,0
00109,10,6,10,3,0,9,10
00110,5,6,6,3,10,8,10
00111,8,8,10,8,10,5,10
00112,8,6,7,3,0,8,0
00113,6,8,10,4,10,8,10
00114,5,6,10,10,0,10,0
00115,8,7,6,4,10,2,0
00116,9,10,7,3,10,7,10
00117,8,9,5,9,0,8,10
00118,9,6,8,8,0,3,10
00119,7,8,6,8,10,5,10
00120,10,6,5,10,10,2,10
00121,5,9,10,9,10,2,0
00122,5,5,10,2,0,3,0
00123,5,7,6,9,0,1,10
00124,5,6,8,2,10,4,0
00125,6,5,9,5,0,7,0
00126,5,7,5,10,0,7,10
00127,7,7,8,5,10,1,10
00128,8,7,5,9,0,9,0
00129,7,6,6,10,10,4,10
00130,5,7,6,9,10,3,0
00131,9,6,6,6,10,3,0
00132,9,6,6,9,0,3,10
00133,6,6,9,6,0,6,0
00134,7,7,8,2,10,10,10
00135,6,9,5,8,10,10,10
00136,9,10,9,5,0,2,0
00137,8,10,6,1,0,2,0
00138,9,5,6,2,0,4,0
00139,7,10,5,5,0,6,0
00140,10,7,6,7,10,6,0
00141,10,5,10,10,0,6,10
00142,8,8,9,9,0,10,10
00143,5,8,9,9,10,4,10
00144,9,6,5,10,10,2,10
00145,9,10,10,1,10,10,10
00146,9,8,8,5,10,6,10
00147,7,10,9,7,0,4,10
00148,8,9,8,10,10,7,0
00149,7,7,6,1,10,10,0
00150,8,9,7,1,10,8,0
00151,7,9,5,8,0,1,10
00152,8,5,10,5,10,6,10
00153,7,10,10,4,10,2,0
00154,10,7,9,8,0,6,0
00155,7,9,9,2,0,5,0
00156,8,7,8,2,10,10,10
00157,6,7,10,10,10,7,0
00158,6,6,7,9,10,5,0
00159,8,7,7,4,0,5,0
00160,6,10,5,10,0,7,0
00161,8,5,7,1,0,2,10
00162,7,5,6,2,0,9,0
00163,5,9,10,8,10,1,10
00164,5,10,8,4,0,9,0
00165,8,9,9,10,0,5,0
00166,8,9,9,7,10,2,0
00167,8,9,10,8,0,2,0
00168,8,6,8,4,10,9,10
00169,8,6,6,4,10,10,0
00170,5,6,6,1,10,10,10
00171,10,6,6,10,0,7,0
00172,7,8,10,2,0,4,0
00173,5,5,7,2,10,10,0
00174,5,7,5,10,0,10,0
00175,5,9,8,4,0,6,10
00176,5,10,7,6,10,8,0
00177,9,5,8,10,10,9,0
00178,8,8,5,2,0,2,10
