MATRICULA,C_SPANISH,C_MATHEMATICS,C_SCIENCES,PROM_T_USE_TECH,DT,Y,CI
00001,10,6,10,9,0,9,0
00002,9,8,8,1,10,3,10
00003,7,8,8,10,10,4,0
00004,5,5,7,8,0,3,10
00005,5,7,9,5,10,8,0
00006,10,5,7,7,10,3,0
00007,7,10,9,1,10,1,10
00008,9,7,9,2,10,10,10
00009,7,5,9,7,10,3,10
00010,6,6,7,7,10,9,0
00011,6,5,8,6,0,6,0
00012,10,5,8,6,0,7,10
00013,6,6,5,9,0,10,10
00014,5,10,8,4,0,1,0
00015,5,5,10,5,0,1,0
00016,5,10,6,4,0,8,10
00017,10,5,9,3,10,5,0
00018,6,5,7,10,0,5,0
00019,8,5,8,3,0,8,0
00020,9,7,6,6,0,8,10
00021,5,6,9,9,10,2,0
00022,8,8,6,6,10,1,10
00023,8,5,6,9,0,9,10
00024,9,10,7,8,0,4,10
00025,8,5,5,7,0,8,0
00026,6,9,9,7,10,1,10
00027,10,6,6,3,0,9,0
00028,8,10,8,1,10,8,10
00029,7,5,7,1,10,2,0
00030,7,8,7,8,0,6,10
00031,5,10,8,8,10,9,10
00032,6,5,8,7,0,6,10
00033,8,6,8,1,10,9,0
00034,5,6,5,9,0,4,10
00035,6,6,5,9,10,7,10
00036,8,5,9,6,10,10,0
00037,9,9,5,3,0,8,10
00038,10,6,8,6,10,5,0
00039,5,5,9,8,0,4,0
00040,7,8,9,3,0,1,10
00041,10,6,6,4,0,7,10
00042,7,7,7,4,10,8,10
00043,9,7,10,3,10,7,0
00044,9,10,8,1,0,1,0
00045,9,8,10,5,10,3,10
00046,10,9,8,7,10,8,0
00047,5,8,5,2,10,6,10
00048,8,5,9,6,10,7,0
00049,8,5,8,8,10,7,10
00050,5,6,5,7,0,4,0
00051,7,8,6,3,10,5,10
00052,7,7,6,2,0,7,0
00053,7,7,5,5,10,4,10
00054,9,9,10,2,10,7,0
00055,10,7,7,6,10,2,0
00056,8,8,5,10,10,6,0
00057,10,10,10,6,10,4,10
00058,10,6,8,4,0,2,0
00059,9,7,8,1,10,2,0
00060,5,10,8,1,0,1,10
00061,8,9,8,1,0,3,0
00062,7,8,10,1,0,5,10
00063,9,5,8,8,10,7,0
00064,8,8,9,5,0,4,0
00065,9,9,7,10,10,5,10
00066,9,7,7,3,0,6,0
00067,6,5,10,8,0,1,0
00068,9,10,7,5,0,6,10
00069,7,10,5,3,10,9,10
00070,7,8,10,10,10,9,10
00071,7,9,5,10,10,8,10
00072,8,5,10,10,10,10,10
00073,9,6,9,9,0,3,10
00074,8,10,9,8,0,8,0
00075,10,5,5,4,10,2,0
00076,8,10,5,2,10,9,0
00077,10,9,6,9,10,2,10
00078,9,7,9,8,0,5,0
00079,5,8,9,1,10,1,0
00080,6,5,6,3,10,2,10
00081,6,7,8,5,10,8,0
00082,7,5,10,8,0,10,0
00083,10,8,6,5,10,9,0
00084,9,10,6,7,0,10,0
00085,8,10,10,4,10,4,0
00086,8,7,10,5,0,9,10
00087,9,8,10,9,0,2,10
00088,9,6,8,6,0,7,10
00089,9,7,7,8,10,5,10
00090,10,8,9,9,0,5,0
00091,8,5,8,4,10,7,10
00092,5,7,7,3,10,5,0
00093,6,7,6,3,0,5,0
00094,8,7,6,4,0,1,0
00095,9,7,9,5,0,9,0
00096,8,9,8,10,10,2,10
00097,5,8,5,5,10,4,0
