MATRICULA,C_SPANISH,C_MATHEMATICS,C_SCIENCES,PROM_T_USE_TECH,DT,Y,CI
00001,7,10,10,3,10,1,10
00002,8,6,7,4,0,7,10
00003,8,10,9,9,0,5,0
00004,5,9,5,6,0,5,10
00005,7,7,5,2,10,3,10
00006,5,7,9,10,10,9,10
00007,10,5,7,6,0,1,10
00008,10,8,5,5,10,1,0
00009,10,6,5,5,0,4,10
00010,10,6,7,3,0,2,10
00011,6,10,7,8,10,7,0
00012,7,9,6,3,10,3,0
00013,8,6,6,5,10,10,10
00014,10,6,6,7,10,6,0
00015,7,7,6,2,10,5,0
00016,9,6,10,2,0,8,10
00017,5,7,10,9,10,4,0
00018,5,10,6,1,0,6,0
00019,5,10,5,7,10,1,10
00020,8,7,8,4,0,5,10
00021,8,10,8,5,10,2,0
00022,10,9,8,9,0,4,0
00023,6,6,7,7,10,6,10
00024,5,5,5,6,10,9,0
00025,8,9,9,5,10,8,0
00026,6,6,10,9,10,9,0
00027,10,8,10,4,10,6,10
00028,5,8,5,3,10,5,10
00029,6,7,9,5,10,6,0
00030,5,10,9,7,0,8,0
00031,8,8,5,5,10,3,10
00032,5,9,10,2,10,3,10
00033,5,7,8,3,0,10,0
00034,9,5,10,6,10,3,10
00035,7,6,6,6,10,1,0
00036,5,8,10,1,10,10,10
00037,10,8,7,5,10,3,0
00038,10,9,8,9,10,4,0
00039,8,7,5,8,10,5,10
00040,7,6,9,4,0,1,10
00041,7,7,7,7,0,8,0
00042,6,9,9,9,0,1,10
00043,6,10,8,2,0,8,0
00044,10,6,8,1,10,4,10
00045,7,5,9,5,10,6,0
00046,10,7,5,1,10,8,0
00047,7,7,10,7,0,7,0
00048,5,7,10,7,0,2,0
00049,8,6,6,4,10,10,0
00050,6,7,6,10,10,1,0
00051,10,9,5,4,0,5,0
00052,7,5,6,5,10,9,0
00053,9,5,7,8,10,2,0
00054,6,10,5,9,0,1,0
00055,7,8,6,9,10,10,0
00056,8,9,6,9,0,5,0
00057,10,10,5,2,0,9,0
00058,5,10,10,1,0,1,10
00059,8,8,10,5,10,8,10
00060,7,6,8,8,0,8,0
00061,8,7,5,6,0,1,0
00062,9,9,5,8,0,2,0
00063,10,10,5,8,10,6,0
00064,6,6,8,1,10,5,0
00065,9,6,5,5,10,2,10
00066,5,9,5,1,0,5,0
00067,8,6,5,10,0,5,10
00068,7,7,8,6,0,5,0
00069,8,10,8,6,0,2,0
00070,6,6,8,7,10,4,0
00071,6,5,10,8,0,10,10
00072,5,7,5,5,10,1,0
00073,8,7,5,10,0,9,0
00074,9,5,7,7,0,5,10
00075,8,7,6,1,10,9,0
00076,9,8,10,6,10,5,10
00077,8,6,7,2,10,9,0
00078,10,9,6,8,10,1,10
00079,9,6,9,5,0,9,10
00080,10,6,6,8,10,1,0
00081,5,10,9,9,10,1,10
00082,7,9,9,5,10,8,0
00083,8,8,10,6,10,3,10
00084,5,5,7,5,0,5,10
00085,10,5,5,3,10,9,0
00086,7,8,6,9,0,10,10
00087,5,5,10,1,0,2,0
00088,6,5,6,1,0,9,10
00089,7,7,9,10,0,2,0
00090,6,9,5,10,0,8,0
00091,9,10,6,5,10,8,10
00092,7,5,8,10,10,10,0
00093,5,5,8,1,10,3,0
00094,8,9,7,4,0,7,0
00095,8,10,5,5,10,8,0
00096,8,8,10,2,10,7,10
00097,5,9,8,6,10,5,0
00098,9,10,10,2,0,4,10
00099,9,5,6,1,10,10,10
00100,6,6,10,10,0,10,10
00101,8,8,10,9,10,3,0
00102,5,5,6,4,0,4,0
00103,9,7,8,5,0,1,0
00104,7,7,8,1,0,10,0
00105,7,6,7,1,10,6,10
00106,5,5,7,9,10,1,10
00107,7,6,9,4,10,7,0
00108,5,10,6,8,10,9,10
00109,5,10,7,6,10,6,0
00110,5,10,9,3,0,7,10
00111,6,7,6,10,10,4,10
00112,6,10,10,5,0,8,10
00113,7,5,8,4,10,4,0
00114,5,5,7,10,0,2,0
00115,9,6,5,3,10,1,0
00116,9,9,7,5,10,5,0
00117,8,10,5,10,0,2,10
00118,8,5,10,1,10,7,0
00119,8,9,6,7,0,4,0
00120,7,6,9,1,0,9,0
00121,6,8,9,7,0,3,10
00122,8,8,8,9,0,1,10
00123,6,6,7,4,10,1,10
00124,9,5,10,5,0,8,10
00125,8,9,5,10,10,7,10
00126,8,8,7,4,0,5,10
00127,9,5,6,10,10,6,0
00128,7,10,7,5,10,10,10
00129,6,6,9,7,10,3,0
00130,8,9,7,10,0,7,0
00131,10,7,10,8,0,7,10
00132,10,9,5,3,10,2,0
00133,5,5,9,7,0,6,0
00134,10,5,9,2,10,2,10
00135,6,7,6,9,10,9,10
00136,10,8,7,5,0,5,0
00137,9,8,5,4,0,10,0
00138,8,10,10,8,0,9,10
00139,7,10,7,1,10,2,10
00140,7,7,9,8,0,1,10
00141,7,6,5,2,10,1,10
00142,9,10,9,3,0,2,10
00143,7,9,7,3,0,10,0
00144,9,9,5,2,10,7,0
00145,9,8,7,2,10,7,0
00146,6,8,5,6,10,3,0
00147,9,9,10,10,10,5,10
00148,10,7,6,2,0,8,10
00149,8,5,9,7,10,1,0
00150,10,8,8,6,0,7,0
00151,7,5,5,6,0,7,10
00152,6,7,8,4,0,7,0
00153,5,6,8,8,0,2,0
00154,5,9,9,7,10,2,10
00155,8,10,7,8,0,5,0
00156,6,9,9,4,0,4,0
00157,10,9,10,4,10,8,0
00158,6,10,7,4,10,2,10
00159,9,5,10,8,0,10,10
00160,7,5,7,7,0,8,10
00161,7,8,7,5,0,6,0
00162,5,10,7,4,10,9,0
00163,7,9,6,8,10,5,10
00164,5,6,9,2,0,8,0
00165,7,9,9,7,0,7,0
00166,6,6,6,4,0,8,0
00167,9,6,9,4,10,7,0
00168,9,10,7,3,10,5,0
00169,7,9,5,1,10,5,10
00170,10,6,6,5,10,3,10
00171,9,5,6,9,10,9,10
00172,5,10,10,5,10,1,10
00173,6,6,10,5,10,6,0
00174,6,7,7,2,0,3,10
00175,5,9,9,10,0,6,10
00176,5,5,6,9,10,2,10
00177,7,7,5,2,0,3,0
00178,5,5,7,1,0,3,0
00179,5,10,6,1,10,9,10
00180,9,5,6,6,0,8,10
00181,9,5,9,7,10,10,10
00182,5,10,10,9,0,1,10
00183,6,5,9,8,10,2,10
00184,9,5,8,5,10,10,0
00185,10,8,7,7,10,8,0
00186,6,8,10,1,0,1,0
00187,7,8,6,2,0,1,0
00188,6,10,7,3,10,4,0
00189,6,5,9,10,10,8,0
00190,8,9,9,8,0,6,10
00191,9,6,6,1,0,3,10
00192,8,7,5,10,0,5,10
00193,9,7,8,9,0,3,0
00194,7,8,9,5,10,2,10
00195,10,9,10,4,0,3,10
00196,10,7,8,7,10,9,0
00197,6,8,6,5,10,2,0
00198,7,10,9,5,0,8,10
00199,5,5,10,1,10,1,0
00200,9,6,6,7,0,10,0
00201,8,8,7,7,0,4,10
00202,9,6,10,8,0,5,0
00203,5,9,7,4,0,6,10
00204,6,5,6,5,0,4,0
00205,6,8,10,1,10,1,0
00206,10,9,7,3,0,3,0
00207,9,5,9,2,0,3,0
00208,6,8,6,2,10,7,10
00209,6,5,8,8,10,6,10
00210,10,7,10,9,10,6,10
00211,8,9,5,9,0,8,0
00212,6,9,5,9,0,8,10
00213,10,6,9,4,10,9,10
00214,6,6,8,6,10,1,10
00215,7,7,10,6,10,8,0
00216,5,5,6,4,0,4,0
00217,5,5,10,8,10,1,0
00218,7,10,9,5,0,4,0
00219,5,5,10,5,0,8,10
00220,5,10,5,3,0,1,10
00221,7,10,5,1,10,6,10
00222,5,5,9,6,10,7,0
00223,7,8,6,6,10,9,10
00224,9,7,8,8,10,10,0
00225,7,10,8,5,0,8,0
00226,9,10,10,5,10,7,10
00227,8,9,6,6,0,5,10
00228,8,7,9,9,10,10,10
00229,5,10,8,10,0,9,10
00230,9,10,8,9,0,10,0
00231,10,7,8,6,10,10,0
00232,9,6,9,1,0,8,0
00233,10,7,8,8,0,9,0
00234,7,10,8,5,10,7,0
00235,5,9,8,2,0,9,10
00236,8,8,6,1,10,2,0
00237,7,6,6,9,10,3,10
00238,9,8,10,2,0,3,0
00239,8,7,6,6,0,8,10
00240,9,10,10,5,10,5,0
00241,10,5,6,5,10,5,10
00242,10,7,8,6,10,10,10
00243,6,6,8,2,0,9,0
00244,9,8,6,5,0,10,10
00245,5,7,5,1,0,7,10
00246,8,5,7,10,10,2,0
00247,7,6,6,7,10,6,10
00248,6,8,5,7,10,1,0
00249,7,5,8,10,0,4,0
00250,5,5,8,7,0,9,10
00251,5,8,8,2,0,9,0
00252,8,10,9,5,0,3,10
00253,9,7,6,6,0,2,10
00254,6,5,9,7,10,2,10
00255,8,10,8,10,0,8,0
00256,10,5,10,1,10,8,10
00257,8,10,9,7,0,1,0
00258,10,8,9,5,0,9,0
00259,5,10,9,7,10,1,0
00260,8,8,5,10,0,10,0
00261,8,9,6,10,10,5,10
00262,6,8,6,2,10,3,10
00263,6,8,10,6,0,10,10
00264,6,10,6,7,0,5,10
00265,7,10,7,7,10,4,10
00266,6,9,10,6,0,3,0
00267,10,10,8,1,0,2,0
00268,6,7,7,3,0,2,0
00269,5,5,5,2,10,10,10
00270,10,7,10,10,10,2,0
00271,7,7,9,9,10,7,10
00272,7,10,7,10,10,7,0
00273,6,7,9,10,0,6,10
00274,5,9,6,5,10,2,0
00275,10,10,7,6,0,8,0
00276,5,6,5,9,0,4,10
00277,5,6,8,5,0,1,10
00278,8,8,9,3,10,10,10
00279,10,10,10,7,0,8,10
00280,8,7,10,9,10,6,0
00281,10,5,5,2,10,3,10
00282,5,10,6,3,0,3,0
00283,6,10,10,10,10,3,10
00284,10,8,7,9,0,8,10
00285,8,8,8,2,10,9,0
00286,8,5,6,8,10,9,10
00287,6,8,9,9,0,8,10
00288,10,5,7,7,10,10,0
00289,8,6,7,5,10,7,0
00290,6,9,9,5,0,2,10
00291,9,8,5,10,0,10,0
00292,7,10,6,4,10,2,10
00293,6,6,9,6,10,9,10
00294,9,7,5,7,10,7,10
00295,6,8,5,10,10,6,10
00296,8,7,5,3,10,10,10
00297,5,10,8,9,0,7,10
00298,5,9,10,4,10,6,0
00299,6,7,7,6,0,2,10
00300,10,7,10,2,10,2,0
00301,9,7,8,7,10,7,0
00302,10,10,10,2,10,3,10
00303,7,5,10,7,10,10,10
00304,5,8,8,3,0,9,0
00305,7,9,10,8,10,6,10
00306,7,9,10,9,0,10,0
00307,8,6,6,7,10,9,10
00308,5,9,10,1,0,4,10
00309,7,9,10,5,0,7,0
00310,6,10,5,9,10,7,10
00311,5,7,8,7,10,9,0
00312,7,6,5,6,10,9,10
00313,10,10,6,2,10,5,10
00314,5,5,6,2,0,6,0
00315,10,6,8,7,10,5,10
00316,8,6,6,10,10,4,10
00317,7,9,10,4,10,1,0
00318,10,9,7,5,0,1,0
00319,6,8,6,2,10,7,10
00320,5,6,6,9,0,2,10
00321,8,5,6,7,0,3,0
00322,7,10,5,7,10,10,0
00323,8,9,10,9,10,10,0
00324,6,10,9,6,10,3,0
00325,6,9,6,9,10,1,10
00326,5,7,8,9,0,10,10
00327,10,5,10,6,0,5,10
00328,10,9,8,3,0,3,10
