MATRICULA,C_SPANISH,C_MATHEMATICS,C_SCIENCES,PROM_T_USE_TECH,DT,Y,CI
00001,5,6,10,3,0,10,0
00002,6,9,5,7,10,5,10
00003,7,9,10,1,0,8,10
00004,7,8,6,5,10,7,10
00005,6,7,6,9,10,3,10
00006,10,10,6,3,10,2,0
00007,10,8,5,1,0,2,0
00008,5,7,8,4,10,2,0
00009,7,7,8,4,10,8,10
00010,6,9,10,10,10,8,0
00011,5,6,5,1,0,10,10
00012,7,10,6,9,10,1,10
00013,9,7,5,9,0,10,10
00014,6,8,5,6,0,4,10
00015,10,9,8,5,10,2,0
00016,7,6,7,2,10,3,10
00017,7,7,7,8,0,2,0
00018,7,6,6,4,10,5,0
00019,6,10,10,1,0,3,10
00020,8,10,5,3,10,8,10
00021,5,5,9,10,10,9,10
00022,9,8,6,4,0,6,0
00023,8,5,10,10,10,6,10
00024,5,9,6,1,10,10,0
00025,9,10,5,10,10,10,0
00026,6,6,8,8,0,9,0
00027,6,5,9,3,10,1,10
00028,10,8,8,5,0,5,10
00029,5,5,10,9,0,6,10
00030,7,8,6,10,10,9,10
00031,8,9,6,9,0,6,0
00032,5,8,8,3,0,10,0
00033,9,10,8,4,10,8,0
00034,6,10,7,10,10,2,10
00035,6,5,9,3,0,7,10
00036,9,9,6,2,0,9,10
00037,6,8,10,10,10,7,10
00038,7,9,9,9,0,2,10
00039,10,8,8,10,10,6,10
00040,7,6,6,4,0,6,10
00041,8,9,9,9,10,1,10
00042,5,9,5,3,0,2,0
00043,9,7,6,4,10,9,0
00044,10,6,6,1,10,5,0
00045,6,10,9,10,10,8,0
00046,7,10,7,2,0,8,10
00047,9,6,9,1,0,4,10
00048,8,6,9,1,0,2,10
00049,9,8,10,1,0,10,10
00050,5,9,9,3,10,1,0
00051,5,8,7,1,10,3,0
00052,6,8,9,4,10,4,10
00053,10,6,7,7,0,6,0
00054,5,8,7,2,0,4,10
00055,10,6,6,1,0,1,0
