MATRICULA,C_SPANISH,C_MATHEMATICS,C_SCIENCES,PROM_T_USE_TECH,DT,Y,CI
00001,5,7,5,6,0,5,10
00002,8,8,10,7,0,1,10
00003,8,7,6,3,10,1,10
00004,6,8,9,6,0,8,10
00005,8,6,6,6,0,10,0
00006,5,5,9,7,10,10,0
00007,9,6,7,5,0,9,10
00008,6,9,7,3,10,9,0
00009,10,9,10,1,10,7,10
00010,7,6,8,6,0,5,10
00011,7,9,7,4,10,3,0
00012,5,8,6,9,0,6,10
00013,9,7,10,4,0,4,0
00014,7,9,9,9,10,3,0
00015,8,8,6,5,10,8,10
00016,8,10,6,7,0,6,0
00017,8,8,9,9,10,4,0
00018,8,8,9,6,10,8,10
00019,7,7,9,3,10,3,0
00020,10,6,5,8,0,10,10
00021,9,7,8,6,0,3,0
00022,10,7,7,5,0,8,0
00023,9,10,9,7,10,7,10
00024,10,5,6,4,0,3,0
00025,9,5,7,3,10,4,0
00026,7,5,8,5,10,5,0
00027,6,10,5,10,10,9,0
00028,6,9,6,9,0,9,0
00029,6,10,10,7,10,7,0
00030,10,10,10,7,0,8,10
00031,10,5,6,8,0,10,0
00032,8,10,6,1,0,4,0
00033,6,7,9,8,0,5,10
00034,10,8,9,1,0,8,10
00035,8,9,7,9,10,4,10
00036,5,7,10,8,10,6,10
00037,5,5,10,6,10,6,10
00038,6,9,6,7,10,1,10
00039,7,6,8,7,10,2,10
00040,7,5,8,7,10,4,10
00041,10,5,9,3,10,1,0
00042,9,5,8,9,0,10,0
00043,10,5,8,4,0,2,10
00044,6,7,6,5,0,3,10
00045,10,8,7,8,0,3,10
00046,8,8,8,5,10,6,0
00047,10,7,5,8,0,6,0
00048,10,5,8,1,10,2,0
00049,8,6,8,1,0,10,10
00050,8,6,7,10,10,10,10
00051,6,7,7,9,10,2,0
00052,8,8,8,1,10,3,0
00053,5,6,9,4,0,4,10
00054,7,5,8,3,0,5,10
00055,10,9,9,3,10,9,10
00056,8,9,10,7,10,1,10
00057,8,9,5,7,10,5,10
00058,5,6,6,4,0,2,0
00059,6,10,7,1,10,9,0
00060,9,9,9,4,10,8,0
00061,8,8,10,7,0,4,0
00062,10,9,9,10,10,7,10
00063,9,8,7,3,0,4,10
00064,9,10,10,9,0,9,10
00065,9,7,8,8,0,10,0
00066,9,7,6,10,0,4,10
00067,8,8,7,3,0,7,10
00068,6,6,5,2,0,1,0
00069,5,8,7,7,10,4,0
00070,7,7,7,8,0,6,10
00071,9,6,8,8,0,7,10
00072,9,10,6,8,10,6,10
00073,10,10,9,1,0,10,10
00074,8,7,6,1,10,2,10
00075,6,8,7,10,10,8,10
00076,8,8,7,8,10,1,10
00077,9,5,9,3,0,1,10
00078,5,5,9,4,0,7,10
00079,7,9,10,4,0,4,10
00080,9,10,5,5,10,4,10
00081,8,6,10,7,0,8,10
00082,8,7,5,5,0,10,0
00083,5,10,9,9,0,3,10
00084,6,5,8,7,10,8,10
00085,8,5,10,1,0,5,10
00086,5,6,6,10,0,3,0
00087,10,10,7,1,10,2,10
00088,10,5,7,6,0,7,0
00089,7,7,9,3,0,2,0
00090,10,10,6,7,0,3,0
00091,6,9,9,7,0,7,0
00092,6,10,6,5,0,10,0
00093,7,5,6,2,10,1,10
00094,8,7,7,4,10,8,0
00095,9,8,8,8,10,5,0
00096,10,5,7,7,0,5,10
00097,7,8,10,5,0,7,0
00098,6,5,8,6,0,9,0
00099,8,7,8,6,0,1,0
00100,6,6,6,9,10,2,0
00101,9,7,7,2,0,10,0
00102,9,5,5,5,10,8,0
00103,6,8,10,1,10,3,10
00104,9,6,5,1,0,4,10
00105,7,5,10,9,0,4,10
00106,6,8,8,4,10,1,0
00107,6,6,7,1,0,5,10
00108,5,9,7,4,10,3,0
00109,5,5,9,3,0,1,10
00110,7,7,7,4,10,4,0
00111,7,9,6,2,10,2,0
00112,7,7,10,3,10,10,0
00113,9,5,9,10,10,6,0
00114,6,9,5,1,10,2,0
00115,10,10,10,3,10,10,10
00116,6,9,10,6,10,2,10
00117,7,6,10,2,0,10,0
00118,7,5,6,5,10,2,10
00119,10,10,9,9,0,1,10
00120,9,9,9,10,10,2,0
00121,5,5,6,4,10,5,10
00122,8,9,7,6,10,2,0
00123,8,6,10,1,10,6,0
00124,8,9,10,10,0,6,10
00125,6,8,9,10,0,4,0
00126,7,10,5,4,0,2,10
00127,5,5,9,1,10,8,0
00128,7,8,5,5,0,1,0
00129,10,9,7,5,0,9,0
00130,8,10,10,5,0,5,10
00131,6,8,6,6,0,9,0
00132,5,7,7,7,0,4,10
00133,6,8,10,9,0,4,10
00134,9,9,5,7,0,9,10
00135,10,10,6,6,10,1,10
00136,8,7,5,4,0,1,0
00137,7,8,9,2,10,6,0
00138,5,6,6,4,0,7,10
00139,5,7,10,5,0,4,10
00140,10,6,5,4,0,5,10
00141,5,7,10,4,0,9,0
00142,6,5,6,10,10,6,0
00143,8,7,7,4,10,6,0
00144,6,6,7,4,0,7,10
00145,6,8,7,6,0,1,0
00146,8,8,7,2,0,7,0
00147,6,8,8,3,10,3,0
00148,7,9,6,3,0,2,10
00149,9,10,9,3,10,3,0
00150,9,6,8,10,0,2,10
00151,8,6,7,3,10,3,10
00152,7,10,10,3,0,8,0
00153,7,10,8,9,10,1,0
00154,7,6,7,10,0,1,0
00155,9,9,7,6,10,6,10
00156,7,8,8,7,0,4,10
00157,5,6,6,4,0,2,10
00158,9,7,5,4,10,3,0
00159,6,5,6,6,0,8,0
00160,6,5,7,5,10,4,10
00161,8,8,6,8,0,2,0
00162,8,5,7,5,10,9,10
00163,6,5,8,6,0,1,0
00164,5,6,10,8,0,9,10
00165,10,9,6,1,10,3,10
00166,9,10,8,10,0,7,10
00167,7,6,8,10,0,5,0
00168,9,7,5,3,10,3,10
00169,8,6,10,9,10,9,10
00170,10,8,8,2,0,1,10
00171,7,8,8,1,10,1,0
00172,8,7,10,9,0,8,0
00173,7,9,9,5,0,5,0
00174,10,10,10,8,0,6,10
00175,10,6,7,3,0,8,0
00176,9,7,10,6,10,1,0
00177,5,5,7,8,0,3,0
00178,5,10,7,6,0,9,0
00179,7,7,7,4,0,3,0
00180,9,9,8,1,10,2,0
00181,9,9,9,7,10,8,10
00182,6,10,5,5,10,6,10
00183,6,5,8,10,0,3,0
00184,7,9,6,3,10,6,10
00185,10,6,8,6,0,6,10
00186,10,10,9,1,10,1,10
00187,10,8,8,10,10,9,10
00188,9,5,9,10,10,1,0
00189,7,5,9,9,0,2,0
00190,5,5,8,8,0,4,0
00191,5,6,5,9,10,7,10
00192,8,8,7,1,10,10,10
00193,7,9,10,1,10,3,0
00194,6,6,6,9,10,10,10
00195,7,10,7,2,10,10,0
00196,8,9,7,2,0,6,0
00197,10,10,6,1,10,6,10
00198,7,8,8,3,0,2,10
00199,5,9,9,7,10,6,10
00200,7,7,8,1,10,6,0
00201,6,8,7,2,0,10,0
00202,6,7,5,2,0,8,10
00203,6,6,6,5,10,2,10
00204,6,7,5,10,10,2,10
00205,7,7,7,5,10,10,10
00206,10,9,5,3,0,4,10
00207,6,5,6,2,10,4,10
00208,5,5,9,10,10,1,10
00209,9,8,8,2,0,1,0
00210,7,6,10,3,10,5,0
00211,8,10,8,2,0,7,0
00212,6,6,5,10,10,4,0
00213,6,7,7,2,10,1,0
00214,8,6,6,1,10,8,0
00215,7,10,7,1,10,4,10
00216,7,9,8,4,10,6,10
00217,8,10,5,3,0,8,0
00218,6,7,10,5,0,1,0
00219,7,9,8,7,0,3,10
00220,5,6,9,7,10,3,10
00221,7,6,6,3,10,1,10
00222,8,10,10,4,0,1,10
00223,7,9,10,7,10,10,10
00224,5,8,6,7,0,1,0
00225,6,9,10,10,0,10,0
00226,10,8,7,1,10,5,0
00227,5,6,8,2,10,2,0
00228,6,5,5,6,10,5,10
00229,7,10,10,3,0,7,0
00230,5,8,8,10,0,3,10
00231,8,7,6,5,0,10,0
00232,8,9,6,8,0,2,10
00233,5,6,7,6,0,6,0
00234,8,7,10,3,0,6,0
00235,6,8,8,2,0,5,10
00236,9,8,7,7,0,7,10
00237,6,7,10,3,0,8,0
00238,9,10,8,2,10,1,0
00239,5,9,10,5,10,9,0
00240,7,7,6,6,10,10,10
00241,5,8,6,8,10,1,0
00242,9,8,5,3,10,6,0
00243,5,10,6,4,0,2,10
00244,9,6,5,3,0,10,0
00245,8,5,5,5,0,7,0
00246,10,10,10,5,0,7,10
00247,7,9,8,2,0,5,0
00248,8,9,7,5,0,4,10
00249,8,6,6,3,0,10,10
00250,6,7,8,5,10,3,10
00251,8,8,8,1,0,4,0
00252,5,9,8,8,0,7,0
00253,6,6,8,6,0,6,0
00254,6,7,5,9,0,4,0
00255,10,10,5,4,10,7,10
00256,5,5,9,5,0,2,0
00257,8,5,8,10,10,6,10
00258,8,5,10,2,10,4,10
00259,6,10,5,3,10,4,0
00260,6,6,6,2,0,5,10
00261,7,8,6,1,0,2,0
00262,8,8,10,10,10,3,0
00263,7,7,8,8,0,6,10
00264,10,7,5,10,0,9,0
00265,10,8,7,7,10,8,0
00266,7,6,8,10,10,9,10
00267,9,6,9,3,10,8,10
00268,7,6,6,9,0,5,0
00269,10,9,9,7,0,6,10
00270,7,8,10,6,10,6,10
00271,6,7,6,7,0,4,0
00272,8,8,10,2,10,3,10
00273,10,9,10,6,0,10,0
00274,9,6,9,3,10,2,10
00275,8,7,5,4,10,9,0
00276,8,5,8,7,0,7,0
00277,7,10,7,4,0,9,10
00278,10,9,6,9,0,9,10
00279,8,10,5,4,10,9,0
00280,9,8,5,6,0,9,0
00281,5,5,7,2,0,2,0
00282,7,9,8,1,10,3,0
00283,6,8,9,7,10,5,0
00284,7,7,8,1,0,2,10
00285,7,5,8,1,0,8,10
00286,8,8,6,9,10,3,10
00287,7,5,8,1,10,1,0
00288,5,9,8,4,0,1,10
00289,7,6,7,10,10,9,0
00290,10,6,9,6,10,2,10
00291,6,7,5,8,10,10,0
00292,6,7,6,10,10,6,0
00293,5,7,5,4,0,5,0
00294,10,9,6,9,10,7,10
00295,10,6,9,1,0,10,0
00296,10,8,7,5,10,2,0
00297,8,6,6,3,0,5,0
00298,10,6,9,10,0,3,0
00299,9,5,5,6,0,8,0
00300,7,10,10,9,10,1,0
00301,8,9,10,2,0,7,10
00302,9,5,6,7,10,6,0
00303,8,9,8,2,10,7,10
00304,9,9,8,8,0,9,10
00305,8,5,8,6,10,2,0
00306,8,6,6,7,0,1,10
00307,10,9,6,4,0,1,0
00308,8,6,9,10,0,7,10
00309,10,10,8,6,0,2,10
00310,8,10,10,6,10,6,10
00311,7,7,7,1,0,2,10
00312,9,5,7,2,10,3,10
00313,6,7,7,3,10,1,10
00314,9,10,10,6,10,8,10
00315,9,6,8,7,0,10,0
00316,6,10,9,7,10,3,0
00317,9,7,7,7,0,4,10
00318,5,9,8,10,0,8,10
00319,6,9,5,6,0,1,10
00320,7,9,6,9,10,5,0
00321,6,8,9,4,0,5,10
00322,9,10,8,4,0,8,0
00323,8,6,6,5,0,3,0
00324,7,5,6,5,10,6,0
00325,5,7,9,5,10,6,10
00326,9,9,9,10,0,6,0
00327,10,5,6,6,0,9,10
00328,6,6,6,3,10,9,0
00329,10,8,8,10,10,7,0
00330,5,9,6,8,0,10,10
00331,6,6,10,10,0,1,0
00332,10,9,10,6,0,9,0
00333,7,6,5,5,10,3,0
00334,5,5,8,9,10,5,0
00335,5,9,9,5,0,6,0
00336,10,6,7,2,0,6,10
00337,7,8,5,8,10,7,0
00338,9,7,5,5,10,8,0
00339,9,7,10,1,0,4,0
00340,9,9,8,2,10,1,10
00341,9,7,5,3,0,2,10
00342,9,10,7,1,10,9,10
00343,10,10,10,2,0,4,0
00344,7,5,10,10,0,7,10
00345,7,10,8,3,10,2,10
00346,9,5,10,1,10,5,0
00347,9,5,5,1,0,1,0
00348,8,6,8,6,10,2,0
00349,8,8,9,2,0,9,0
00350,7,10,7,2,0,7,0
00351,8,7,5,2,10,9,10
00352,10,6,9,6,10,6,10
00353,5,9,7,2,10,9,10
00354,7,10,9,10,0,7,10
00355,9,10,8,7,10,6,10
00356,5,7,7,2,0,6,0
00357,10,8,9,7,10,3,0
00358,8,6,9,4,0,6,10
00359,8,5,9,5,10,10,10
00360,9,7,6,10,10,3,0
00361,10,6,7,5,0,5,10
00362,5,9,8,2,0,7,10
00363,7,6,6,7,0,7,0
00364,7,10,10,1,0,5,0
00365,9,6,7,3,10,10,10
00366,5,7,5,10,10,7,0
00367,5,8,8,3,0,3,10
00368,7,5,8,3,10,6,10
00369,7,8,8,6,10,3,0
00370,8,9,5,10,10,4,10
00371,9,9,6,7,0,10,0
00372,9,5,10,5,0,9,0
00373,9,7,6,4,0,9,0
00374,6,8,8,10,10,2,0
00375,7,9,7,2,10,10,10
00376,8,9,9,10,0,7,10
00377,10,8,7,5,10,7,10
00378,9,8,7,10,0,8,10
00379,6,9,6,8,10,9,10
00380,8,5,6,4,10,4,10
00381,9,6,8,8,10,1,10
00382,8,5,6,3,10,3,0
00383,7,8,5,5,10,9,0
00384,5,8,9,7,10,7,10
00385,8,9,8,9,10,9,0
00386,10,9,10,4,0,1,0
00387,6,9,9,5,10,2,10
00388,9,7,9,2,10,10,0
00389,8,6,10,4,0,8,10
00390,10,5,6,10,0,6,0
00391,6,5,8,7,0,7,10
00392,8,5,8,7,0,6,10
00393,10,9,8,1,10,8,10
00394,8,7,6,1,0,10,0
00395,8,5,6,7,10,6,0
00396,6,9,8,9,0,6,10
00397,7,10,7,3,10,2,10
00398,8,6,8,4,10,7,10
00399,6,5,8,1,10,7,10
00400,8,8,5,2,0,1,10
00401,10,9,10,9,0,9,0
00402,6,9,9,4,10,2,10
00403,10,5,5,7,0,3,10
00404,10,9,9,7,10,4,10
00405,7,10,5,5,10,8,10
00406,7,9,7,7,10,8,10
00407,9,6,8,1,10,1,10
00408,6,6,6,3,10,2,0
00409,7,6,5,8,0,2,0
00410,10,5,9,8,0,4,0
00411,5,7,6,3,0,1,0
00412,8,7,9,7,0,1,0
00413,9,8,6,8,10,8,0
00414,5,10,10,2,0,8,10
00415,6,9,10,7,0,1,10
00416,9,6,5,10,0,4,10
00417,9,9,6,3,0,4,0
00418,6,9,10,6,0,6,0
00419,9,8,8,4,10,8,0
00420,5,6,6,5,0,5,0
00421,6,9,5,5,0,10,10
00422,5,8,8,5,10,5,0
00423,10,9,7,9,0,7,0
00424,9,6,5,4,0,10,0
00425,8,6,9,3,10,8,10
00426,10,10,7,6,0,8,10
00427,9,5,7,3,10,4,10
00428,5,6,7,1,10,9,10
00429,6,7,9,8,10,6,10
00430,10,6,8,5,10,9,10
00431,7,9,8,1,10,2,0
00432,8,5,7,5,0,9,0
00433,10,6,7,6,10,7,0
00434,5,5,10,3,10,7,10
00435,5,9,9,3,0,5,0
00436,7,6,9,2,0,1,10
00437,9,8,9,8,0,2,0
00438,8,5,6,3,10,8,0
00439,8,8,9,8,0,9,0
00440,9,5,9,6,0,1,0
00441,7,7,5,5,0,4,0
00442,10,9,9,7,10,6,0
00443,9,5,6,3,10,7,10
00444,9,5,8,2,10,2,10
00445,10,7,10,10,0,2,10
00446,8,10,10,10,10,3,10
00447,10,5,10,6,0,8,0
00448,7,8,8,10,10,9,10
00449,9,7,5,5,0,4,10
00450,8,10,6,3,0,4,0
00451,8,5,7,1,0,10,10
00452,6,8,5,3,0,8,10
00453,8,10,10,6,0,2,10
00454,10,7,6,3,0,5,0
00455,7,8,8,3,0,8,0
00456,5,5,10,7,10,4,10
00457,6,7,6,5,0,10,10
00458,7,8,8,5,10,4,0
00459,9,8,5,2,0,6,10
00460,8,5,5,10,10,4,0
00461,7,7,7,3,0,9,0
00462,6,8,8,8,0,6,10
00463,9,7,5,1,0,6,10
00464,5,7,6,8,10,9,10
00465,6,8,10,5,0,10,0
00466,9,5,8,9,10,10,10
00467,7,9,7,2,10,8,0
00468,7,9,8,7,10,4,10
00469,8,5,6,8,0,10,10
00470,9,9,5,8,0,4,0
00471,9,7,5,5,0,5,0
00472,9,5,7,1,0,4,10
00473,7,6,6,3,10,4,0
00474,7,7,5,4,10,10,10
00475,7,9,6,2,0,2,10
00476,6,8,8,1,10,1,10
00477,10,5,7,1,0,7,10
00478,6,7,9,10,10,5,10
00479,7,8,6,10,0,5,0
00480,7,9,5,7,10,1,0
00481,7,8,8,8,10,4,10
00482,6,9,10,10,10,4,0
00483,6,10,10,7,10,9,0
00484,9,8,8,5,10,3,0
00485,10,5,7,8,10,6,10
00486,6,10,5,2,0,2,10
00487,7,5,9,5,10,5,0
00488,8,10,10,5,0,9,0
00489,8,10,10,10,10,8,0
00490,8,8,6,10,10,10,0
00491,6,10,10,6,10,4,10
00492,7,6,5,8,10,6,10
00493,5,8,8,4,0,1,0
00494,10,9,8,5,10,5,0
00495,6,5,6,7,10,3,10
00496,5,9,9,7,0,2,10
00497,5,10,6,1,0,8,0
00498,9,9,8,7,0,1,10
00499,5,5,5,9,0,3,0
00500,8,6,6,4,10,5,0
